idx,log_exp,trade,service,recre,product,underdev,downtown,avg_road_w,crosswalk_,curve_sign,seg_count,park_ride,C_DISTRICT,DISPLAY_NA,crsh_oddyr,crsh_eveny,crash,type,model
1708.000000000000000,3.274869398505910,0.111457091000000,7.700097800000000,0.009591595000000,0.000000000000000,0.036423284000000,1.000000000000000,13.500000000000000,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,6.000000000000000,CD - 6,0.000000000000000,0.000000000000000,0.000000000000000,False Positive,xgbTree_none
3307.000000000000000,3.269645303486850,0.118825934000000,5.322202200000000,0.043479112000000,0.000000000000000,0.023558127000000,1.000000000000000,16.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,6.000000000000000,CD - 6,0.000000000000000,0.000000000000000,0.000000000000000,False Positive,xgbTree_none
3542.000000000000000,3.151078278044520,0.095481416000000,10.448576299999999,0.043004620000000,0.000000000000000,0.029937502000000,1.000000000000000,11.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,6.000000000000000,CD - 6,0.000000000000000,0.000000000000000,0.000000000000000,False Positive,xgbTree_none
3840.000000000000000,3.404795004578180,0.085415176000000,10.290849900000000,0.010487886000000,0.000000000000000,0.027487008000000,1.000000000000000,15.699999999999999,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,6.000000000000000,CD - 6,0.000000000000000,0.000000000000000,0.000000000000000,False Positive,xgbTree_none
6299.000000000000000,3.317225664427270,0.080522150000000,12.658630000000000,0.032861690000000,0.000000000000000,0.058013700000000,1.000000000000000,19.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,6.000000000000000,CD - 6,0.000000000000000,0.000000000000000,0.000000000000000,False Positive,xgbTree_none
8314.000000000000000,3.568596692488040,0.065397450000000,17.350919999999999,0.025553640000000,0.000000000000000,0.185687300000000,1.000000000000000,18.800000000000001,2.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,6.000000000000000,CD - 6,0.000000000000000,0.000000000000000,0.000000000000000,False Positive,xgbTree_none
8809.000000000000000,3.189690520249040,0.047471993000000,6.407736800000000,0.000000000000000,0.000000000000000,0.010477705000000,1.000000000000000,47.399999999999999,2.000000000000000,1.000000000000000,3.000000000000000,2.000000000000000,6.000000000000000,CD - 6,0.000000000000000,0.000000000000000,0.000000000000000,False Positive,xgbTree_none
13267.000000000000000,3.198122675449090,0.000000000000000,2.475386800000000,0.268836440000000,0.000000000000000,0.004804607000000,1.000000000000000,33.200000000000003,2.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000,6.000000000000000,CD - 6,0.000000000000000,0.000000000000000,0.000000000000000,False Positive,xgbTree_none
34.000000000000000,3.983369831836310,0.037143405000000,45.181789600000002,0.001570978000000,0.000000000000000,0.036589811000000,1.000000000000000,17.800000000000001,2.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,4.000000000000000,CD - 4,0.000000000000000,0.000000000000000,0.000000000000000,False Positive,xgbTree_none
863.000000000000000,3.584153826364470,0.043927041000000,22.571587300000001,0.009800421000000,0.000000000000000,0.197612056000000,1.000000000000000,17.600000000000001,2.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,4.000000000000000,CD - 4,0.000000000000000,0.000000000000000,0.000000000000000,False Positive,xgbTree_none
1206.000000000000000,3.181571326177060,0.034270455000000,2.338660600000000,0.001850001000000,0.000000000000000,0.007166078000000,1.000000000000000,14.600000000000000,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,4.000000000000000,CD - 4,0.000000000000000,0.000000000000000,0.000000000000000,False Positive,xgbTree_none
1614.000000000000000,4.022229169152700,0.035972880000000,22.109733800000001,0.006210578000000,0.000000000000000,0.119152240000000,1.000000000000000,16.399999999999999,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,4.000000000000000,CD - 4,0.000000000000000,0.000000000000000,0.000000000000000,False Positive,xgbTree_none
1800.000000000000000,4.607366751994200,0.033781780000000,32.603220499999999,0.008422626000000,0.000000000000000,0.040814247000000,1.000000000000000,9.400000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.000000000000000,4.000000000000000,CD - 4,0.000000000000000,0.000000000000000,0.000000000000000,False Positive,xgbTree_none
1801.000000000000000,4.687380874540370,0.033781780000000,32.603220499999999,0.008422626000000,0.000000000000000,0.040814247000000,1.000000000000000,16.399999999999999,2.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000,4.000000000000000,CD - 4,0.000000000000000,0.000000000000000,0.000000000000000,False Positive,xgbTree_none
1903.000000000000000,5.390997846789100,0.035715478000000,26.844618499999999,0.009385771000000,0.000000000000000,0.071623904000000,1.000000000000000,41.100000000000001,2.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,4.000000000000000,CD - 4,0.000000000000000,0.000000000000000,0.000000000000000,False Positive,xgbTree_none
1904.000000000000000,5.409416235611910,0.035715478000000,26.844618499999999,0.009385771000000,0.000000000000000,0.071623904000000,1.000000000000000,34.899999999999999,2.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,4.000000000000000,CD - 4,0.000000000000000,0.000000000000000,0.000000000000000,False Positive,xgbTree_none
2472.000000000000000,3.675150227969930,0.029547162000000,3.884829300000000,0.004668681000000,0.000000000000000,0.041723595000000,1.000000000000000,7.100000000000000,1.000000000000000,2.000000000000000,2.000000000000000,1.000000000000000,4.000000000000000,CD - 4,0.000000000000000,0.000000000000000,0.000000000000000,False Positive,xgbTree_none
