idx,actual,predicted,prob_X1,prob_diff,misclassified,error_type,validation_type,numCrash,log_exp,DOWNTOWN_Y,Presence.of.stop.sign,Presence.of.curve.sign,Presence.of.vehicle.sign,Roadway.segment.count,TradeLandUse,ServiceLandUse,RecreationalLandUse,UnderdevelopedLandUse,Total.sidewalk.length..ft.,TransportationLandUse,crsh_oddyr,crsh_eveny,crash
11255,X0,X1,0.9996354579925537,0.9996354579925537,TRUE,False Positive,spatial,1,-0.2289009653330548,0,1,0,1,4,0.269004551,0.109079426,0,0.007941371,0.5954372,0.1867185,NA,NA,NA
2787,X1,X0,3.752040211111307e-4,0.9996247959788889,TRUE,False Negative,spatial,0,0.1191628840931283,0,0,0,0,3,0.058821448,0.494034344,0.00282589,0.012259017,0,0,NA,NA,NA
3558,X0,X1,0.9996185302734375,0.9996185302734375,TRUE,False Positive,spatial,1,0.3018554890099254,0,1,0,0,3,0.341109222,0.05441594699999999,0,0.048573668,0.3225090689,0.255444079,NA,NA,NA
1529,X1,X0,3.973630955442786e-4,0.9996026369044557,TRUE,False Negative,spatial,0,1.454010883521204,0,0,0,0,4,0,0.9107376469999999,0,0.029168998,0.2562784976,0,NA,NA,NA
2055,X0,X1,0.9995793700218201,0.9995793700218201,TRUE,False Positive,spatial,0,0.2287668291113239,0,1,0,0,3,0.278652865,0.118150552,0,0.007924451,0.1683520655,0.195003665,NA,NA,NA
8157,X1,X0,4.233754880260676e-4,0.9995766245119739,TRUE,False Negative,spatial,3,2.223736032269625,0,0,0,0,4,0.31032928,0.485865454,0,0.025451839,0.8453279,0.001335396,NA,NA,NA
6946,X0,X1,0.9995637536048889,0.9995637536048889,TRUE,False Positive,spatial,0,0.1239433391757628,0,1,0,0,5,0.282320652,0.116358779,0,0.007716681,0.2956162,0.2034216,NA,NA,NA
1818,X0,X1,0.9995631575584412,0.9995631575584412,TRUE,False Positive,spatial,0,0.3708054001429106,0,0,0,0,3,0.311291443,0.082844759,0,0.012185868,0.6345018319,0.29666494,NA,NA,NA
2097,X0,X1,0.999535322189331,0.999535322189331,TRUE,False Positive,spatial,0,0.1505930707251098,0,0,0,0,4,0.459473179,0.112277723,0,0.009729056,0,0.175665803,NA,NA,NA
1713,X1,X0,5.128145567141473e-4,0.9994871854432859,TRUE,False Negative,spatial,0,1.819491492471281,0,0,0,0,4,0,0.860401122,0,0.020014139,0.1871713664,0.008503667,NA,NA,NA
14043,X1,X0,5.128145567141473e-4,0.9994871854432859,TRUE,False Negative,spatial,0,1.84179427403446,0,0,0,0,4,0,0.860401122,0,0.020014139,0.1911825,0.008503667,NA,NA,NA
8030,X0,X1,0.9994722008705139,0.9994722008705139,TRUE,False Positive,spatial,0,0.1554933893592501,0,1,0,0,4,0.282320652,0.116358779,0,0.007716681,0.2683877,0.1971135,NA,NA,NA
8032,X0,X1,0.9994722008705139,0.9994722008705139,TRUE,False Positive,spatial,0,0.1504707654028148,0,1,0,0,4,0.282320652,0.116358779,0,0.007716681,0.244391,0.193922,NA,NA,NA
9797,X0,X1,0.9994643330574036,0.9994643330574036,TRUE,False Positive,spatial,2,0.9149932526101535,0,1,0,0,3,0.319188,0.2406965,0,0.02812577,0.1496385,0.154709,NA,NA,NA
5427,X1,X0,5.439192173071206e-4,0.9994560807826929,TRUE,False Negative,spatial,0,0.3533515735019764,0,1,0,0,3,0,0.484789,0,0.06612479,0.01360999,0,NA,NA,NA
11254,X0,X1,0.9994401335716248,0.9994401335716248,TRUE,False Positive,spatial,1,-0.2137855428866547,0,1,0,1,4,0.269004551,0.109079426,0,0.007941371,0.6173517,0.1846414,NA,NA,NA
4666,X1,X0,5.750576965510845e-4,0.9994249423034489,TRUE,False Negative,spatial,3,2.1293648967891192,0,0,0,0,3,0.312650639,0.463518097,0,0.024089611,0.7151505949,0.001335396,NA,NA,NA
2179,X1,X0,5.75255835428834e-4,0.9994247441645712,TRUE,False Negative,spatial,0,0.8714148121428574,0,0,0,0,3,0.081764385,0.509931079,0.050166,0.009559489,0,0.005439157999999999,NA,NA,NA
434,X1,X0,5.77056547626853e-4,0.9994229434523731,TRUE,False Negative,spatial,0,0.2710968031687686,0,0,0,0,3,0.046217029,0.506367806,0.00282589,0.029964665,0,0,NA,NA,NA
