idx,actual,predctd,prob_X1,prb_dff,msclssf,errr_ty,vldtn_t,log_exp,trade,service,recre,product,underdv,downtwn,avg_rd_,crsswl_,crv_sgn,seg_cnt,park_rd,C_DISTR,crsh_dd,crsh_vn,crash,lon_degree,lat_degree,avg_prob_diff
4937,X0,X1,0.929936699569225,0.929936699569225,1,False Positive,temporal,3.1267582264997,0.07628236,27.4306933,0.007396122,0,0.0562219,1,14.4,2,1,2,1,3,0,0,0,-122.314,47.609,0.8257087133824825
2044,X0,X1,0.73559296131134,0.73559296131134,1,False Positive,spatial,2.63152467948211,0.154017209,8.7063005,0.204750715,0,0.058023858,1,18.1,2,1,2,1,2,0,0,0,-122.328,47.596,0.8235457353293896
2044,X0,X1,0.911498509347439,0.911498509347439,1,False Positive,temporal,2.63152467948211,0.154017209,8.7063005,0.204750715,0,0.058023858,1,18.1,2,1,2,1,2,0,0,0,-122.328,47.596,0.8235457353293896
3848,X1,X0,0.164596527814865,0.835403472185135,1,False Negative,spatial,2.82176654301528,0.239395282,15.4803,0.013534395,0,0.032327509,1,15.3,2,1,1,1,6,0,0,0,-122.379,47.667,0.823480471968651
3848,X0,X1,0.811557471752167,0.811557471752167,1,False Positive,temporal,2.82176654301528,0.239395282,15.4803,0.013534395,0,0.032327509,1,15.3,2,1,1,1,6,0,0,0,-122.379,47.667,0.823480471968651
9709,X0,X1,0.866891026496887,0.866891026496887,1,False Positive,spatial,3.18473048879171,0.006557582,18.40264,0.01060599,0,0.1274153,1,11.6,1,1,2,1,2,0,0,0,-122.322,47.605,0.8232142254710195
9709,X0,X1,0.779537424445152,0.779537424445152,1,False Positive,temporal,3.18473048879171,0.006557582,18.40264,0.01060599,0,0.1274153,1,11.6,1,1,2,1,2,0,0,0,-122.322,47.605,0.8232142254710195
10774,X0,X1,0.857642412185669,0.857642412185669,1,False Positive,spatial,2.80301663634027,0.05396126,16.1769,0.1043015,0,0.1183985,1,12,1,1,2,1,7,0,0,0,-122.349,47.625,0.823201283812523
10774,X0,X1,0.788760155439377,0.788760155439377,1,False Positive,temporal,2.80301663634027,0.05396126,16.1769,0.1043015,0,0.1183985,1,12,1,1,2,1,7,0,0,0,-122.349,47.625,0.823201283812523
13776,X0,X1,0.777199149131775,0.777199149131775,1,False Positive,spatial,2.66054326163278,0.154347,15.72081,0.01838065,0,0.1531183,1,14,1,1,2,1,7,0,0,0,-122.342,47.623,0.8229795396327975
13776,X0,X1,0.86875993013382,0.86875993013382,1,False Positive,temporal,2.66054326163278,0.154347,15.72081,0.01838065,0,0.1531183,1,14,1,1,2,1,7,0,0,0,-122.342,47.623,0.8229795396327975
457,X0,X1,0.815671741962433,0.815671741962433,1,False Positive,spatial,4.59825890182104,0.056809719,11.154488,0.023577301,0,0.03108158,2,10,1,1,1,1,7,0,0,0,-122.352,47.613,0.8227436542510984
457,X0,X1,0.829815566539764,0.829815566539764,1,False Positive,temporal,4.59825890182104,0.056809719,11.154488,0.023577301,0,0.03108158,2,10,1,1,1,1,7,0,0,0,-122.352,47.613,0.8227436542510984
5129,X1,X0,0.004876576829702,0.995123423170298,1,False Negative,spatial,1.91985866876077,0,65.24395,0.001870747,0,0.194302,1,10.4,1,1,1,1,4,0,1,1,-122.306,47.65,0.8225027059670535
12685,X1,X0,0.004876576829702,0.995123423170298,1,False Negative,spatial,1.92864702439209,0,65.24395,0.001870747,0,0.194302,1,10.4,1,1,1,1,4,0,1,1,-122.306,47.65,0.8225027059670535
5129,X0,X1,0.649881988763809,0.649881988763809,1,False Positive,temporal,1.91985866876077,0,65.24395,0.001870747,0,0.194302,1,10.4,1,1,1,1,4,0,1,1,-122.306,47.65,0.8225027059670535
12685,X0,X1,0.649881988763809,0.649881988763809,1,False Positive,temporal,1.92864702439209,0,65.24395,0.001870747,0,0.194302,1,10.4,1,1,1,1,4,0,1,1,-122.306,47.65,0.8225027059670535
5314,X0,X1,0.806909620761871,0.806909620761871,1,False Positive,spatial,2.81271350346677,0.04979567,17.55365,0.07632553,0,0.1327525,1,14.9,2,1,2,1,2,0,0,0,-122.274,47.523,0.8220527842640875
5314,X0,X1,0.837195947766304,0.837195947766304,1,False Positive,temporal,2.81271350346677,0.04979567,17.55365,0.07632553,0,0.1327525,1,14.9,2,1,2,1,2,0,0,0,-122.274,47.523,0.8220527842640875
5255,X0,X1,0.828334093093872,0.828334093093872,1,False Positive,spatial,3.05299302168237,0.193577519,17.6036196,0.050919674,0,0.176808853,1,31.9,1,2,2,1,7,0,1,1,-122.334,47.626,0.8219456896185875
5255,X0,X1,0.815557286143303,0.815557286143303,1,False Positive,temporal,3.05299302168237,0.193577519,17.6036196,0.050919674,0,0.176808853,1,31.9,1,2,2,1,7,0,1,1,-122.334,47.626,0.8219456896185875
10777,X0,X1,0.865705192089081,0.865705192089081,1,False Positive,spatial,2.46027522220698,0.09265625,11.55021,0.04790638,0,0.1396071,1,12.4,1,1,2,1,7,0,0,0,-122.345,47.625,0.8216277286410335
10777,X0,X1,0.777550265192986,0.777550265192986,1,False Positive,temporal,2.46027522220698,0.09265625,11.55021,0.04790638,0,0.1396071,1,12.4,1,1,2,1,7,0,0,0,-122.345,47.625,0.8216277286410335
9845,X1,X0,0.149045526981354,0.850954473018646,1,False Negative,spatial,3.0420815158117,0.2201128,9.053048,0,0,0.05540469,1,11.5,1,1,1,1,4,0,0,0,-122.302,47.664,0.8212238997220991
9845,X0,X1,0.791493326425552,0.791493326425552,1,False Positive,temporal,3.0420815158117,0.2201128,9.053048,0,0,0.05540469,1,11.5,1,1,1,1,4,0,0,0,-122.302,47.664,0.8212238997220991
13239,X0,X1,0.762990415096283,0.762990415096283,1,False Positive,spatial,4.34998979969157,0.03110822,34.17831,0.03296257,0,0.07003389,1,16.2,2,1,2,1,3,0,1,1,-122.323,47.609,0.8211834505200385
13239,X0,X1,0.879376485943794,0.879376485943794,1,False Positive,temporal,4.34998979969157,0.03110822,34.17831,0.03296257,0,0.07003389,1,16.2,2,1,2,1,3,0,1,1,-122.323,47.609,0.8211834505200385
4561,X0,X1,0.723833620548248,0.723833620548248,1,False Positive,spatial,2.65515314235669,0.225246863,16.352245,0.060887462,0,0.106626139,1,37.5,1,1,2,1,7,0,3,3,-122.338,47.625,0.8210791386663909
4561,X0,X1,0.918324656784534,0.918324656784534,1,False Positive,temporal,2.65515314235669,0.225246863,16.352245,0.060887462,0,0.106626139,1,37.5,1,1,2,1,7,0,3,3,-122.338,47.625,0.8210791386663909
6122,X1,X0,0.010862749069929,0.989137250930071,1,False Negative,spatial,2.37126818431809,0.007451607,45.25341,0.05974307,0,0.005214592,1,12,2,1,2,1,5,0,0,0,-122.335,47.7,0.820509547367692
6122,X0,X1,0.651881843805313,0.651881843805313,1,False Positive,temporal,2.37126818431809,0.007451607,45.25341,0.05974307,0,0.005214592,1,12,2,1,2,1,5,0,0,0,-122.335,47.7,0.820509547367692
3528,X0,X1,0.948741018772125,0.948741018772125,1,False Positive,spatial,1.49477481131624,0.097763728,19.7481464,0,0,0.052692019,1,18.9,1,1,1,1,1,0,0,0,-122.321,47.539,0.8199652582406995
3528,X0,X1,0.691189497709274,0.691189497709274,1,False Positive,temporal,1.49477481131624,0.097763728,19.7481464,0,0,0.052692019,1,18.9,1,1,1,1,1,0,0,0,-122.321,47.539,0.8199652582406995
13638,X0,X1,0.760426878929138,0.760426878929138,1,False Positive,spatial,1.53058672020129,0,1.222244,0,0,0.3970229,1,16.5,1,1,1,1,2,2,3,5,-122.295,47.563,0.8190962672233579
13638,X1,X0,0.122234344482422,0.877765655517578,1,False Negative,temporal,1.53058672020129,0,1.222244,0,0,0.3970229,1,16.5,1,1,1,1,2,2,3,5,-122.295,47.563,0.8190962672233579
13792,X0,X1,0.740481615066528,0.740481615066528,1,False Positive,spatial,2.77869164385864,0.1491441,22.00146,0.04562421,0,0.09358027,1,15.6,1,1,2,1,7,0,1,1,-122.338,47.62,0.8187902271747589
13792,X0,X1,0.89709883928299,0.89709883928299,1,False Positive,temporal,2.77869164385864,0.1491441,22.00146,0.04562421,0,0.09358027,1,15.6,1,1,2,1,7,0,1,1,-122.338,47.62,0.8187902271747589
6866,X0,X1,0.941185235977173,0.941185235977173,1,False Positive,spatial,1.0610826251217,0.2052681,14.91205,0.008293149,0,0.02365899,1,11.2,1,2,2,1,1,0,0,0,-122.335,47.586,0.8187585175037384
6866,X0,X1,0.696331799030304,0.696331799030304,1,False Positive,temporal,1.0610826251217,0.2052681,14.91205,0.008293149,0,0.02365899,1,11.2,1,2,2,1,1,0,0,0,-122.335,47.586,0.8187585175037384
6906,X0,X1,0.882390797138214,0.882390797138214,1,False Positive,spatial,1.242356633976,0.2500857,27.17102,0,0,0.03045246,1,18.9,2,1,2,1,1,0,1,1,-122.33,47.58,0.818629190325737
6906,X0,X1,0.75486758351326,0.75486758351326,1,False Positive,temporal,1.242356633976,0.2500857,27.17102,0,0,0.03045246,1,18.9,2,1,2,1,1,0,1,1,-122.33,47.58,0.818629190325737
7835,X0,X1,0.773011088371277,0.773011088371277,1,False Positive,spatial,3.42585703369841,0.06641852,5.01874,0.003250518,0,0.03746488,1,9.6,1,1,2,1,3,0,0,0,-122.319,47.622,0.8182593658566475
7835,X0,X1,0.863507643342018,0.863507643342018,1,False Positive,temporal,3.42585703369841,0.06641852,5.01874,0.003250518,0,0.03746488,1,9.6,1,1,2,1,3,0,0,0,-122.319,47.622,0.8182593658566475
12413,X1,X0,0.13826809823513,0.86173190176487,1,False Negative,spatial,2.03934439727875,0.2263274,11.69638,0.0512214,0,0.04857539,1,12.2,1,1,2,1,6,0,0,0,-122.374,47.666,0.8177639842033391
12414,X1,X0,0.13826809823513,0.86173190176487,1,False Negative,spatial,2.02587973238001,0.2263274,11.69638,0.0512214,0,0.04857539,1,12.2,1,1,2,1,6,0,0,0,-122.374,47.666,0.8177639842033391
12413,X0,X1,0.773796066641808,0.773796066641808,1,False Positive,temporal,2.03934439727875,0.2263274,11.69638,0.0512214,0,0.04857539,1,12.2,1,1,2,1,6,0,0,0,-122.374,47.666,0.8177639842033391
12414,X0,X1,0.773796066641808,0.773796066641808,1,False Positive,temporal,2.02587973238001,0.2263274,11.69638,0.0512214,0,0.04857539,1,12.2,1,1,2,1,6,0,0,0,-122.374,47.666,0.8177639842033391
3918,X0,X1,0.94051718711853,0.94051718711853,1,False Positive,spatial,2.04702644974599,0.108679997,2.6906741,0.080949837,0,0.033785593,1,18,1,1,2,1,7,0,0,0,-122.385,47.643,0.817556098103523
3918,X0,X1,0.694595009088516,0.694595009088516,1,False Positive,temporal,2.04702644974599,0.108679997,2.6906741,0.080949837,0,0.033785593,1,18,1,1,2,1,7,0,0,0,-122.385,47.643,0.817556098103523
5203,X1,X0,0.105727806687355,0.894272193312645,1,False Negative,spatial,1.52287341270688,0.1129021,8.302092,0.01251399,0,0.02354455,1,12.4,1,1,2,1,5,0,0,0,-122.342,47.705,0.8174710497260095
5203,X0,X1,0.740669906139374,0.740669906139374,1,False Positive,temporal,1.52287341270688,0.1129021,8.302092,0.01251399,0,0.02354455,1,12.4,1,1,2,1,5,0,0,0,-122.342,47.705,0.8174710497260095
7807,X1,X0,0.010862749069929,0.989137250930071,1,False Negative,spatial,2.3804521030122,0.007451607,45.25341,0.05974307,0,0.005214592,1,12,2,1,2,1,5,0,0,0,-122.335,47.7,0.8174299392849209
7807,X0,X1,0.645722627639771,0.645722627639771,1,False Positive,temporal,2.3804521030122,0.007451607,45.25341,0.05974307,0,0.005214592,1,12,2,1,2,1,5,0,0,0,-122.335,47.7,0.8174299392849209
184,X1,X0,0.041605349630117,0.958394650369883,1,False Negative,spatial,2.79909322418692,0.036564567,3.2584064,0.037072797,0,0.011523782,1,29.2,1,2,3,1,4,1,0,1,-122.346,47.662,0.8173378426581626
184,X1,X0,0.323718965053558,0.676281034946442,1,False Negative,temporal,2.79909322418692,0.036564567,3.2584064,0.037072797,0,0.011523782,1,29.2,1,2,3,1,4,1,0,1,-122.346,47.662,0.8173378426581626
3839,X1,X0,0.242913842201233,0.757086157798767,1,False Negative,spatial,3.22143680164216,0.116545315,12.5838873,0.011918657,0,0.034892889,1,17.2,1,1,2,1,6,0,2,2,-122.382,47.67,0.8172606267035005
3839,X0,X1,0.877435095608234,0.877435095608234,1,False Positive,temporal,3.22143680164216,0.116545315,12.5838873,0.011918657,0,0.034892889,1,17.2,1,1,2,1,6,0,2,2,-122.382,47.67,0.8172606267035005
12594,X0,X1,0.886508226394653,0.886508226394653,1,False Positive,spatial,3.89972162064185,0.107155941,14.8828846,0.019316062,0,0.102729308,1,4.2,1,1,1,1,7,0,0,0,-122.332,47.614,0.8168731927871705
12594,X0,X1,0.747238159179688,0.747238159179688,1,False Positive,temporal,3.89972162064185,0.107155941,14.8828846,0.019316062,0,0.102729308,1,4.2,1,1,1,1,7,0,0,0,-122.332,47.614,0.8168731927871705
13915,X0,X1,0.728129088878632,0.728129088878632,1,False Positive,spatial,2.92142625243906,0.1679412,20.23032,0.02471213,0,0.09359237,1,16,1,1,2,1,7,0,1,1,-122.333,47.621,0.816812299191952
13915,X0,X1,0.905495509505272,0.905495509505272,1,False Positive,temporal,2.92142625243906,0.1679412,20.23032,0.02471213,0,0.09359237,1,16,1,1,2,1,7,0,1,1,-122.333,47.621,0.816812299191952
12744,X0,X1,0.777853667736053,0.777853667736053,1,False Positive,spatial,3.88373713986737,0.13197582,9.3703864,0.126219722,0,0.105762492,1,9.5,2,1,2,1,2,0,1,1,-122.328,47.598,0.816501751542091
12744,X0,X1,0.855149835348129,0.855149835348129,1,False Positive,temporal,3.88373713986737,0.13197582,9.3703864,0.126219722,0,0.105762492,1,9.5,2,1,2,1,2,0,1,1,-122.328,47.598,0.816501751542091
4592,X0,X1,0.823866009712219,0.823866009712219,1,False Positive,spatial,1.76302349681005,0.133337698,12.8481216,0.02469432,0,0.149418315,1,9.5,1,1,2,1,7,0,1,1,-122.344,47.625,0.8164021000266075
4592,X0,X1,0.808938190340996,0.808938190340996,1,False Positive,temporal,1.76302349681005,0.133337698,12.8481216,0.02469432,0,0.149418315,1,9.5,1,1,2,1,7,0,1,1,-122.344,47.625,0.8164021000266075
7306,X1,X0,0.084479175508022,0.915520824491978,1,False Negative,spatial,2.47024012359891,0.2624269,14.61346,0.005094624,0,0.0413271,1,24.5,2,1,2,1,6,0,0,0,-122.379,47.666,0.816314745694399
7306,X0,X1,0.71710866689682,0.71710866689682,1,False Positive,temporal,2.47024012359891,0.2624269,14.61346,0.005094624,0,0.0413271,1,24.5,2,1,2,1,6,0,0,0,-122.379,47.666,0.816314745694399
509,X0,X1,0.770804882049561,0.770804882049561,1,False Positive,spatial,2.39162343656275,0.154017209,8.7063005,0.204750715,0,0.058023858,1,18.1,1,1,1,1,2,0,0,0,-122.328,47.596,0.8163025230169301
509,X0,X1,0.861800163984299,0.861800163984299,1,False Positive,temporal,2.39162343656275,0.154017209,8.7063005,0.204750715,0,0.058023858,1,18.1,1,1,1,1,2,0,0,0,-122.328,47.596,0.8163025230169301
8390,X1,X0,0.154163807630539,0.845836192369461,1,False Negative,spatial,2.1596030056105,0.2136642,10.71124,0.05007965,0,0.03541233,1,12.2,1,1,2,1,6,0,1,1,-122.374,47.667,0.8155145943164825
8391,X1,X0,0.154163807630539,0.845836192369461,1,False Negative,spatial,2.18304981501534,0.2136642,10.71124,0.05007965,0,0.03541233,1,12.2,1,1,2,1,6,0,1,1,-122.374,47.667,0.8155145943164825
8390,X0,X1,0.785192996263504,0.785192996263504,1,False Positive,temporal,2.1596030056105,0.2136642,10.71124,0.05007965,0,0.03541233,1,12.2,1,1,2,1,6,0,1,1,-122.374,47.667,0.8155145943164825
8391,X0,X1,0.785192996263504,0.785192996263504,1,False Positive,temporal,2.18304981501534,0.2136642,10.71124,0.05007965,0,0.03541233,1,12.2,1,1,2,1,6,0,1,1,-122.374,47.667,0.8155145943164825
1054,X0,X1,0.967878758907318,0.967878758907318,1,False Positive,spatial,0.760816607668825,0.103121054,17.0967482,0,0,0.038776677,1,28.6,1,1,1,1,1,0,1,1,-122.322,47.539,0.8154938966035841
1054,X0,X1,0.66310903429985,0.66310903429985,1,False Positive,temporal,0.760816607668825,0.103121054,17.0967482,0,0,0.038776677,1,28.6,1,1,1,1,1,0,1,1,-122.322,47.539,0.8154938966035841
13998,X1,X0,0.190636530518532,0.809363469481468,1,False Negative,spatial,3.01062677160028,0.229238047,6.184305,0,0,0.072790298,1,19.9,1,1,1,1,5,0,2,2,-122.323,47.71,0.8153440356254575
13998,X0,X1,0.821324601769447,0.821324601769447,1,False Positive,temporal,3.01062677160028,0.229238047,6.184305,0,0,0.072790298,1,19.9,1,1,1,1,5,0,2,2,-122.323,47.71,0.8153440356254575
3840,X1,X0,0.275455087423325,0.724544912576675,1,False Negative,spatial,3.40479500457818,0.085415176,10.2908499,0.010487886,0,0.027487008,1,15.7,1,1,2,1,6,0,0,0,-122.382,47.671,0.8152498006820674
3840,X0,X1,0.90595468878746,0.90595468878746,1,False Positive,temporal,3.40479500457818,0.085415176,10.2908499,0.010487886,0,0.027487008,1,15.7,1,1,2,1,6,0,0,0,-122.382,47.671,0.8152498006820674
11812,X0,X1,0.828794777393341,0.828794777393341,1,False Positive,spatial,2.93512300367865,0.02478225,28.43856,0.001820743,0,0.1135126,1,8.5,1,1,2,1,2,0,0,0,-122.319,47.605,0.815227039158344
11812,X0,X1,0.801659300923347,0.801659300923347,1,False Positive,temporal,2.93512300367865,0.02478225,28.43856,0.001820743,0,0.1135126,1,8.5,1,1,2,1,2,0,0,0,-122.319,47.605,0.815227039158344
11805,X0,X1,0.80083429813385,0.80083429813385,1,False Positive,spatial,3.21979932207348,0.125464612,11.2628572,0.00982789,0,0.034936876,1,9.8,1,1,1,1,3,0,0,0,-122.323,47.616,0.8151324316859245
11805,X0,X1,0.829430565237999,0.829430565237999,1,False Positive,temporal,3.21979932207348,0.125464612,11.2628572,0.00982789,0,0.034936876,1,9.8,1,1,1,1,3,0,0,0,-122.323,47.616,0.8151324316859245
9112,X0,X1,0.98191636800766,0.98191636800766,1,False Positive,spatial,0.742244785365347,0.103121054,17.0967482,0,0,0.038776677,1,28.6,1,1,2,1,1,0,1,1,-122.322,47.539,0.814330130815506
9112,X0,X1,0.646743893623352,0.646743893623352,1,False Positive,temporal,0.742244785365347,0.103121054,17.0967482,0,0,0.038776677,1,28.6,1,1,2,1,1,0,1,1,-122.322,47.539,0.814330130815506
8362,X1,X0,0.146183788776398,0.853816211223602,1,False Negative,spatial,1.33198177873117,0.2668139,14.22225,0.01046052,0,0.06563867,1,15.3,1,1,2,1,6,0,0,0,-122.376,47.664,0.814218074083328
8362,X0,X1,0.774619936943054,0.774619936943054,1,False Positive,temporal,1.33198177873117,0.2668139,14.22225,0.01046052,0,0.06563867,1,15.3,1,1,2,1,6,0,0,0,-122.376,47.664,0.814218074083328
2805,X1,X0,0.14638315141201,0.85361684858799,1,False Negative,spatial,2.11669365283692,0.148146125,9.1156537,0.00212785,0,0.018276422,1,10,1,1,2,1,6,0,0,0,-122.358,47.69,0.813922002911568
2805,X0,X1,0.774227157235146,0.774227157235146,1,False Positive,temporal,2.11669365283692,0.148146125,9.1156537,0.00212785,0,0.018276422,1,10,1,1,2,1,6,0,0,0,-122.358,47.69,0.813922002911568
12593,X0,X1,0.886508226394653,0.886508226394653,1,False Positive,spatial,3.87781160051061,0.107155941,14.8828846,0.019316062,0,0.102729308,1,4.2,1,1,1,1,7,0,0,0,-122.332,47.614,0.8132639974355695
12593,X0,X1,0.740019768476486,0.740019768476486,1,False Positive,temporal,3.87781160051061,0.107155941,14.8828846,0.019316062,0,0.102729308,1,4.2,1,1,1,1,7,0,0,0,-122.332,47.614,0.8132639974355695
9342,X0,X1,0.914610803127289,0.914610803127289,1,False Positive,spatial,0.89102753641848,0.2435272,17.62552,0,0,0.03571615,1,14.9,1,1,2,1,1,0,0,0,-122.33,47.554,0.8125179558992386
9342,X0,X1,0.710425108671188,0.710425108671188,1,False Positive,temporal,0.89102753641848,0.2435272,17.62552,0,0,0.03571615,1,14.9,1,1,2,1,1,0,0,0,-122.33,47.554,0.8125179558992386
7136,X0,X1,0.848294019699097,0.848294019699097,1,False Positive,spatial,1.97857506350664,0.01670399,18.04606,0.160041,0,0.1082786,1,23.9,2,1,2,1,2,0,0,0,-122.305,47.561,0.8117386028170586
7136,X0,X1,0.77518318593502,0.77518318593502,1,False Positive,temporal,1.97857506350664,0.01670399,18.04606,0.160041,0,0.1082786,1,23.9,2,1,2,1,2,0,0,0,-122.305,47.561,0.8117386028170586
3863,X1,X0,0.089273422956467,0.910726577043533,1,False Negative,spatial,2.2652374455501,0.287325138,14.0072249,0.010674821,0,0.048964913,1,27.4,1,1,2,1,6,0,0,0,-122.379,47.665,0.8117321282625195
3863,X0,X1,0.712737679481506,0.712737679481506,1,False Positive,temporal,2.2652374455501,0.287325138,14.0072249,0.010674821,0,0.048964913,1,27.4,1,1,2,1,6,0,0,0,-122.379,47.665,0.8117321282625195
3066,X0,X1,0.803851068019867,0.803851068019867,1,False Positive,spatial,1.21277853420661,0.009956997,1.0019691,0,0,0.240747768,1,16.9,1,2,1,1,1,1,0,1,-122.378,47.581,0.8116544485092165
3066,X1,X0,0.180542171001434,0.819457828998566,1,False Negative,temporal,1.21277853420661,0.009956997,1.0019691,0,0,0.240747768,1,16.9,1,2,1,1,1,1,0,1,-122.378,47.581,0.8116544485092165
3199,X0,X1,0.694797098636627,0.694797098636627,1,False Positive,spatial,0.846839847088712,0.006807281,5.279398,0,0,0.073619121,1,2.5,1,2,1,1,2,1,0,1,-122.31,47.553,0.8116483092308044
3199,X1,X0,0.071500480175018,0.928499519824982,1,False Negative,temporal,0.846839847088712,0.006807281,5.279398,0,0,0.073619121,1,2.5,1,2,1,1,2,1,0,1,-122.31,47.553,0.8116483092308044
11800,X0,X1,0.801401615142822,0.801401615142822,1,False Positive,spatial,3.89040386599309,0.07102422,5.914634,0.005790112,0,0.03995471,1,10,1,1,2,1,3,0,1,1,-122.322,47.621,0.811622358858585
11800,X0,X1,0.821843102574348,0.821843102574348,1,False Positive,temporal,3.89040386599309,0.07102422,5.914634,0.005790112,0,0.03995471,1,10,1,1,2,1,3,0,1,1,-122.322,47.621,0.811622358858585
9689,X0,X1,0.738796651363373,0.738796651363373,1,False Positive,spatial,3.07719825525948,0.1990089,14.80799,0.06148335,0,0.19527,1,19.9,1,1,2,1,7,0,0,0,-122.337,47.626,0.8112202771008015
9689,X0,X1,0.88364390283823,0.88364390283823,1,False Positive,temporal,3.07719825525948,0.1990089,14.80799,0.06148335,0,0.19527,1,19.9,1,1,2,1,7,0,0,0,-122.337,47.626,0.8112202771008015
821,X0,X1,0.970148265361786,0.970148265361786,1,False Positive,spatial,0.48176529080272,0.262390073,1.4688196,0.088184857,0,0.152622841,1,13.1,1,1,1,1,1,0,2,2,-122.323,47.561,0.8106806576251985
821,X0,X1,0.651213049888611,0.651213049888611,1,False Positive,temporal,0.48176529080272,0.262390073,1.4688196,0.088184857,0,0.152622841,1,13.1,1,1,1,1,1,0,2,2,-122.323,47.561,0.8106806576251985
13530,X1,X0,0.145151600241661,0.854848399758339,1,False Negative,spatial,1.65929407030758,0.08733816,11.2803,0.04545652,0,0.02659453,1,16,1,1,1,2,5,0,0,0,-122.297,47.717,0.810445837676525
13530,X0,X1,0.766043275594711,0.766043275594711,1,False Positive,temporal,1.65929407030758,0.08733816,11.2803,0.04545652,0,0.02659453,1,16,1,1,1,2,5,0,0,0,-122.297,47.717,0.810445837676525
9086,X0,X1,0.828794777393341,0.828794777393341,1,False Positive,spatial,2.82449356157059,0.03404647,25.68727,0,0,0.1156529,1,10.9,1,1,2,1,2,0,0,0,-122.319,47.604,0.8095309510827065
9086,X0,X1,0.790267124772072,0.790267124772072,1,False Positive,temporal,2.82449356157059,0.03404647,25.68727,0,0,0.1156529,1,10.9,1,1,2,1,2,0,0,0,-122.319,47.604,0.8095309510827065
4846,X0,X1,0.913646936416626,0.913646936416626,1,False Positive,spatial,0.918580631933536,0.389547295,9.4461789,0,0,0.167818504,1,20.7,1,1,2,1,1,0,0,0,-122.331,47.545,0.8089066594839095
4846,X0,X1,0.704166382551193,0.704166382551193,1,False Positive,temporal,0.918580631933536,0.389547295,9.4461789,0,0,0.167818504,1,20.7,1,1,2,1,1,0,0,0,-122.331,47.545,0.8089066594839095
6205,X0,X1,0.835248410701752,0.835248410701752,1,False Positive,spatial,3.16228960473351,0.026218512,16.1220019,0,0,0.181831531,1,10.4,2,1,2,1,2,0,0,0,-122.321,47.604,0.8088992163538935
6205,X0,X1,0.782550022006035,0.782550022006035,1,False Positive,temporal,3.16228960473351,0.026218512,16.1220019,0,0,0.181831531,1,10.4,2,1,2,1,2,0,0,0,-122.321,47.604,0.8088992163538935
1760,X0,X1,0.908886969089508,0.908886969089508,1,False Positive,spatial,2.46911856949278,0.095312063,9.7574573,0.028715113,0,0.055653942,1,10.2,1,1,2,1,3,0,0,0,-122.316,47.616,0.8083554804325105
1760,X0,X1,0.707823991775513,0.707823991775513,1,False Positive,temporal,2.46911856949278,0.095312063,9.7574573,0.028715113,0,0.055653942,1,10.2,1,1,2,1,3,0,0,0,-122.316,47.616,0.8083554804325105
13783,X0,X1,0.745549201965332,0.745549201965332,1,False Positive,spatial,2.6047692762586,0.1532174,17.24378,0.04562421,0,0.09765061,1,16.4,1,1,2,1,7,0,0,0,-122.341,47.621,0.8080071806907655
13783,X0,X1,0.870465159416199,0.870465159416199,1,False Positive,temporal,2.6047692762586,0.1532174,17.24378,0.04562421,0,0.09765061,1,16.4,1,1,2,1,7,0,0,0,-122.341,47.621,0.8080071806907655
2152,X0,X1,0.908551037311554,0.908551037311554,1,False Positive,spatial,2.10731277143973,0.061053659,19.039642,0.160282535,0,0.14060818,1,12.4,1,1,1,1,7,0,1,1,-122.346,47.622,0.8078712224960325
2152,X0,X1,0.707191407680511,0.707191407680511,1,False Positive,temporal,2.10731277143973,0.061053659,19.039642,0.160282535,0,0.14060818,1,12.4,1,1,1,1,7,0,1,1,-122.346,47.622,0.8078712224960325
1692,X1,X0,0.003109527286142,0.996890472713858,1,False Negative,spatial,1.5188254992261,0.050134654,63.3516878,0.002519018,0,0.016332461,1,5,2,2,1,1,4,0,0,0,-122.291,47.659,0.807842740090564
1692,X0,X1,0.61879500746727,0.61879500746727,1,False Positive,temporal,1.5188254992261,0.050134654,63.3516878,0.002519018,0,0.016332461,1,5,2,2,1,1,4,0,0,0,-122.291,47.659,0.807842740090564
185,X1,X0,0.025919990614057,0.974080009385943,1,False Negative,spatial,2.9174747717731,0.036564567,3.2584064,0.037072797,0,0.011523782,1,29.2,1,2,1,1,4,1,0,1,-122.346,47.662,0.80719097610563
185,X1,X0,0.359698057174683,0.640301942825317,1,False Negative,temporal,2.9174747717731,0.036564567,3.2584064,0.037072797,0,0.011523782,1,29.2,1,2,1,1,4,1,0,1,-122.346,47.662,0.80719097610563
8393,X1,X0,0.175360515713692,0.824639484286308,1,False Negative,spatial,2.77738453262238,0.239395282,15.4803,0.013534395,0,0.032327509,1,15.3,2,1,1,1,6,0,0,0,-122.379,47.667,0.8071863427758215
8393,X0,X1,0.789733201265335,0.789733201265335,1,False Positive,temporal,2.77738453262238,0.239395282,15.4803,0.013534395,0,0.032327509,1,15.3,2,1,1,1,6,0,0,0,-122.379,47.667,0.8071863427758215
2558,X0,X1,0.78114902973175,0.78114902973175,1,False Positive,spatial,1.64058219685388,0.241010951,12.5785858,0.01460625,0,0.037392486,1,12.5,1,1,1,1,1,0,0,0,-122.32,47.547,0.8071443438529966
