idx,actual,predctd,prob_X1,prb_dff,msclssf,errr_ty,vldtn_t,log_exp,trade,service,recre,product,underdv,downtwn,avg_rd_,crsswl_,crv_sgn,seg_cnt,park_rd,C_DISTR,crsh_dd,crsh_vn,crash,lon_degree,lat_degree,avg_prob_diff
12346,X0,X1,0.955795705318451,0.955795705318451,1,False Positive,spatial,4.61657166477798,0.09476573,28.71917,0.02807551,0,0.0307875,2,19.4,1,1,2,1,7,0,2,2,-122.337,47.605,0.9738451931625605
12346,X0,X1,0.99189468100667,0.99189468100667,1,False Positive,temporal,4.61657166477798,0.09476573,28.71917,0.02807551,0,0.0307875,2,19.4,1,1,2,1,7,0,2,2,-122.337,47.605,0.9738451931625605
5943,X0,X1,0.98639976978302,0.98639976978302,1,False Positive,spatial,4.59360324309227,0.1683675,14.84211,0.01499741,0,0.07836579,1,18,1,1,2,1,7,0,3,3,-122.342,47.615,0.973657600581646
5943,X0,X1,0.960915431380272,0.960915431380272,1,False Positive,temporal,4.59360324309227,0.1683675,14.84211,0.01499741,0,0.07836579,1,18,1,1,2,1,7,0,3,3,-122.342,47.615,0.973657600581646
5039,X0,X1,0.992520451545715,0.992520451545715,1,False Positive,spatial,4.49480630165294,0.107155941,14.8828846,0.019316062,0,0.102729308,1,29.3,1,1,2,1,7,0,0,0,-122.332,47.614,0.973612083122134
5039,X0,X1,0.954703714698553,0.954703714698553,1,False Positive,temporal,4.49480630165294,0.107155941,14.8828846,0.019316062,0,0.102729308,1,29.3,1,1,2,1,7,0,0,0,-122.332,47.614,0.973612083122134
12354,X0,X1,0.979642391204834,0.979642391204834,1,False Positive,spatial,4.84353821620262,0.08391508,15.579040000000001,0.02789678,0,0.03735989,2,13.4,2,1,2,1,7,0,2,2,-122.351,47.615,0.9735408425331116
12354,X0,X1,0.967439293861389,0.967439293861389,1,False Positive,temporal,4.84353821620262,0.08391508,15.579040000000001,0.02789678,0,0.03735989,2,13.4,2,1,2,1,7,0,2,2,-122.351,47.615,0.9735408425331116
3364,X0,X1,0.98872709274292,0.98872709274292,1,False Positive,spatial,4.353794242242231,0.068258997,15.1847984,0.219149645,0,0.042765317,2,30,1,1,2,1,7,0,0,0,-122.353,47.618,0.9733290281146765
3364,X0,X1,0.957930963486433,0.957930963486433,1,False Positive,temporal,4.353794242242231,0.068258997,15.1847984,0.219149645,0,0.042765317,2,30,1,1,2,1,7,0,0,0,-122.353,47.618,0.9733290281146765
9294,X0,X1,0.976645112037659,0.976645112037659,1,False Positive,spatial,4.60047127088201,0.1685106,20.38694,0.006338477,0,0.07103901,1,21.3,1,1,2,1,7,0,1,1,-122.338,47.614,0.973306939005852
9294,X0,X1,0.969968765974045,0.969968765974045,1,False Positive,temporal,4.60047127088201,0.1685106,20.38694,0.006338477,0,0.07103901,1,21.3,1,1,2,1,7,0,1,1,-122.338,47.614,0.973306939005852
12236,X0,X1,0.987903296947479,0.987903296947479,1,False Positive,spatial,4.25969860197366,0.074169206,14.66639,0.102602347,0,0.105074037,1,28.9,1,1,2,1,1,0,2,2,-122.33,47.599,0.972961230203509
12236,X0,X1,0.958019163459539,0.958019163459539,1,False Positive,temporal,4.25969860197366,0.074169206,14.66639,0.102602347,0,0.105074037,1,28.9,1,1,2,1,1,0,2,2,-122.33,47.599,0.972961230203509
2681,X0,X1,0.9938143491745,0.9938143491745,1,False Positive,spatial,4.429611464723531,0.107177459,15.4487178,0.035151783,0,0.077974386,1,18.3,1,1,2,1,7,0,2,2,-122.345,47.617,0.972934087738395
2681,X0,X1,0.95205382630229,0.95205382630229,1,False Positive,temporal,4.429611464723531,0.107177459,15.4487178,0.035151783,0,0.077974386,1,18.3,1,1,2,1,7,0,2,2,-122.345,47.617,0.972934087738395
11726,X0,X1,0.956077635288239,0.956077635288239,1,False Positive,spatial,4.60595276381673,0.09476573,28.71917,0.02807551,0,0.0307875,2,19.4,1,1,2,1,7,0,2,2,-122.337,47.605,0.9728859029710295
11726,X0,X1,0.98969417065382,0.98969417065382,1,False Positive,temporal,4.60595276381673,0.09476573,28.71917,0.02807551,0,0.0307875,2,19.4,1,1,2,1,7,0,2,2,-122.337,47.605,0.9728859029710295
3487,X0,X1,0.985857486724854,0.985857486724854,1,False Positive,spatial,4.97714197169518,0.114704224,15.715354,0.016919911,0,0.073639273,1,19.2,1,1,2,1,7,0,2,2,-122.346,47.617,0.9724324680864815
3487,X0,X1,0.959007449448109,0.959007449448109,1,False Positive,temporal,4.97714197169518,0.114704224,15.715354,0.016919911,0,0.073639273,1,19.2,1,1,2,1,7,0,2,2,-122.346,47.617,0.9724324680864815
8732,X0,X1,0.971888661384583,0.971888661384583,1,False Positive,spatial,4.97310153715715,0.08458921,14.74485,0.02685067,0,0.03537517,2,18.8,1,1,2,1,7,0,1,1,-122.35,47.615,0.9722298365086319
8732,X0,X1,0.972571011632681,0.972571011632681,1,False Positive,temporal,4.97310153715715,0.08458921,14.74485,0.02685067,0,0.03537517,2,18.8,1,1,2,1,7,0,1,1,-122.35,47.615,0.9722298365086319
12353,X0,X1,0.966593384742737,0.966593384742737,1,False Positive,spatial,4.81307335136289,0.09165026,16.38386,0.00874235,0,0.04964108,2,11.2,1,1,2,1,7,0,0,0,-122.349,47.613,0.9720168458297851
12353,X0,X1,0.977440306916833,0.977440306916833,1,False Positive,temporal,4.81307335136289,0.09165026,16.38386,0.00874235,0,0.04964108,2,11.2,1,1,2,1,7,0,0,0,-122.349,47.613,0.9720168458297851
8590,X0,X1,0.991506993770599,0.991506993770599,1,False Positive,spatial,5.57361014999715,0.11883983,13.8952633,0.009809549,0,0.054529557,2,18.9,1,1,2,1,7,0,0,0,-122.347,47.615,0.97199447825551
8590,X0,X1,0.952481962740421,0.952481962740421,1,False Positive,temporal,5.57361014999715,0.11883983,13.8952633,0.009809549,0,0.054529557,2,18.9,1,1,2,1,7,0,0,0,-122.347,47.615,0.97199447825551
3018,X0,X1,0.990183293819427,0.990183293819427,1,False Positive,spatial,5.56600449709472,0.11883983,13.8952633,0.009809549,0,0.054529557,2,18.9,1,1,2,1,7,0,0,0,-122.347,47.615,0.971332628279924
3018,X0,X1,0.952481962740421,0.952481962740421,1,False Positive,temporal,5.56600449709472,0.11883983,13.8952633,0.009809549,0,0.054529557,2,18.9,1,1,2,1,7,0,0,0,-122.347,47.615,0.971332628279924
5075,X0,X1,0.968799352645874,0.968799352645874,1,False Positive,spatial,4.69936273089398,0.1480327,14.41252,0.007477429,0,0.08545575,2,19.6,2,1,2,1,7,0,3,3,-122.342,47.613,0.9705693321302535
5075,X0,X1,0.972339311614633,0.972339311614633,1,False Positive,temporal,4.69936273089398,0.1480327,14.41252,0.007477429,0,0.08545575,2,19.6,2,1,2,1,7,0,3,3,-122.342,47.613,0.9705693321302535
1805,X0,X1,0.988593339920044,0.988593339920044,1,False Positive,spatial,4.19991254052377,0.068258997,15.1847984,0.219149645,0,0.042765317,2,30,1,1,1,1,7,0,0,0,-122.353,47.618,0.970515264198184
1805,X0,X1,0.952437188476324,0.952437188476324,1,False Positive,temporal,4.19991254052377,0.068258997,15.1847984,0.219149645,0,0.042765317,2,30,1,1,1,1,7,0,0,0,-122.353,47.618,0.970515264198184
10785,X0,X1,0.99243426322937,0.99243426322937,1,False Positive,spatial,5.41338723327093,0.107155941,14.8828846,0.019316062,0,0.102729308,1,14.5,1,1,1,1,7,0,0,0,-122.332,47.614,0.9695416763424876
10785,X0,X1,0.946649089455605,0.946649089455605,1,False Positive,temporal,5.41338723327093,0.107155941,14.8828846,0.019316062,0,0.102729308,1,14.5,1,1,1,1,7,0,0,0,-122.332,47.614,0.9695416763424876
5088,X0,X1,0.966007053852081,0.966007053852081,1,False Positive,spatial,4.78425087530676,0.0848511,14.83409,0.01034158,0,0.03026343,2,17.3,1,1,2,1,7,0,1,1,-122.35,47.613,0.968958606943488
12359,X0,X1,0.966007053852081,0.966007053852081,1,False Positive,spatial,4.98161277367891,0.09201695,16.47248,0.01502276,0,0.03533443,2,17.6,2,1,2,1,7,0,4,4,-122.35,47.614,0.968958606943488
5088,X0,X1,0.971910160034895,0.971910160034895,1,False Positive,temporal,4.78425087530676,0.0848511,14.83409,0.01034158,0,0.03026343,2,17.3,1,1,2,1,7,0,1,1,-122.35,47.613,0.968958606943488
12359,X0,X1,0.971910160034895,0.971910160034895,1,False Positive,temporal,4.98161277367891,0.09201695,16.47248,0.01502276,0,0.03533443,2,17.6,2,1,2,1,7,0,4,4,-122.35,47.614,0.968958606943488
8284,X0,X1,0.984624028205872,0.984624028205872,1,False Positive,spatial,3.74627844665435,0.1037234,14.20017,0.1017485,0,0.06814156,1,16.4,1,1,2,1,1,0,0,0,-122.333,47.599,0.9686604328453545
8284,X0,X1,0.952696837484837,0.952696837484837,1,False Positive,temporal,3.74627844665435,0.1037234,14.20017,0.1017485,0,0.06814156,1,16.4,1,1,2,1,1,0,0,0,-122.333,47.599,0.9686604328453545
2882,X0,X1,0.954127490520477,0.954127490520477,1,False Positive,spatial,5.07258554519403,0.070018388,17.6767906,0.013925373,0,0.114899863,2,18.6,1,1,3,1,1,0,1,1,-122.329,47.601,0.9679040256887674
2882,X0,X1,0.981680560857058,0.981680560857058,1,False Positive,temporal,5.07258554519403,0.070018388,17.6767906,0.013925373,0,0.114899863,2,18.6,1,1,3,1,1,0,1,1,-122.329,47.601,0.9679040256887674
8042,X1,X0,0.005576854106039,0.994423145893961,1,False Negative,spatial,2.93229862849317,0.139127886,55.4952002,0,0,0.034562199,1,14.8,1,1,2,1,4,0,1,1,-122.301,47.66,0.9666800845880059
8042,X0,X1,0.938937023282051,0.938937023282051,1,False Positive,temporal,2.93229862849317,0.139127886,55.4952002,0,0,0.034562199,1,14.8,1,1,2,1,4,0,1,1,-122.301,47.66,0.9666800845880059
3228,X0,X1,0.956208407878876,0.956208407878876,1,False Positive,spatial,3.6848664390965,0.113086461,25.550491,0.008787123,0,0.063922246,2,11.8,2,1,2,1,1,0,5,5,-122.334,47.601,0.966493136249483
3228,X0,X1,0.97677786462009,0.97677786462009,1,False Positive,temporal,3.6848664390965,0.113086461,25.550491,0.008787123,0,0.063922246,2,11.8,2,1,2,1,1,0,5,5,-122.334,47.601,0.966493136249483
3340,X0,X1,0.963483870029449,0.963483870029449,1,False Positive,spatial,4.94092584573666,0.164617353,18.4502423,0.002750691,0,0.061539227,1,20.8,1,1,2,1,7,0,1,1,-122.339,47.612,0.966242704540491
3340,X0,X1,0.969001539051533,0.969001539051533,1,False Positive,temporal,4.94092584573666,0.164617353,18.4502423,0.002750691,0,0.061539227,1,20.8,1,1,2,1,7,0,1,1,-122.339,47.612,0.966242704540491
10291,X0,X1,0.972824037075043,0.972824037075043,1,False Positive,spatial,2.57729050838294,0.09941924,12.61991,0.06477056,0,0.072741,1,4.6,1,1,2,1,1,0,1,1,-122.336,47.598,0.9656000155955555
10291,X0,X1,0.958375994116068,0.958375994116068,1,False Positive,temporal,2.57729050838294,0.09941924,12.61991,0.06477056,0,0.072741,1,4.6,1,1,2,1,1,0,1,1,-122.336,47.598,0.9656000155955555
448,X0,X1,0.977166175842285,0.977166175842285,1,False Positive,spatial,4.61684034778995,0.074169206,14.66639,0.102602347,0,0.105074037,1,28.9,1,1,1,1,1,0,2,2,-122.33,47.599,0.965426044538617
448,X0,X1,0.953685913234949,0.953685913234949,1,False Positive,temporal,4.61684034778995,0.074169206,14.66639,0.102602347,0,0.105074037,1,28.9,1,1,1,1,1,0,2,2,-122.33,47.599,0.965426044538617
8,X1,X0,0.011328633874655,0.988671366125345,1,False Negative,spatial,2.6198559589612,0.048526607,77.8278871,0,0,0.010320694,1,15.9,1,1,1,1,4,0,1,1,-122.301,47.659,0.9652121420949695
8,X0,X1,0.941752918064594,0.941752918064594,1,False Positive,temporal,2.6198559589612,0.048526607,77.8278871,0,0,0.010320694,1,15.9,1,1,1,1,4,0,1,1,-122.301,47.659,0.9652121420949695
10293,X0,X1,0.972824037075043,0.972824037075043,1,False Positive,spatial,2.55807034949182,0.09941924,12.61991,0.06477056,0,0.072741,1,4.6,2,1,2,1,1,0,1,1,-122.336,47.598,0.964959325268865
