idx,actual,predctd,prob_X1,prb_dff,msclssf,errr_ty,vldtn_t,log_exp,trade,service,recre,product,underdv,downtwn,avg_rd_,crsswl_,crv_sgn,seg_cnt,park_rd,C_DISTR,crsh_dd,crsh_vn,crash,lon_degree,lat_degree
"10897",X0,X1,0.981152057647705,0.981152057647705,"1",False Positive,spatial,5.286388429816900,0.101001600000000,17.433219999999999,0.023444710000000,0.000000000000000,0.085302620000000,1.000000000000000,14.699999999999999,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,-122.333,47.613
"10897",X0,X1,0.978712275624275,0.978712275624275,"1",False Positive,temporal,5.286388429816900,0.101001600000000,17.433219999999999,0.023444710000000,0.000000000000000,0.085302620000000,1.000000000000000,14.699999999999999,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,-122.333,47.613
"5942",X0,X1,0.984823107719421,0.984823107719421,"1",False Positive,spatial,5.160668792029110,0.161533500000000,13.253080000000001,0.008686603000000,0.000000000000000,0.081982750000000,1.000000000000000,19.399999999999999,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,-122.343,47.615
"5942",X0,X1,0.973284959793091,0.973284959793091,"1",False Positive,temporal,5.160668792029110,0.161533500000000,13.253080000000001,0.008686603000000,0.000000000000000,0.081982750000000,1.000000000000000,19.399999999999999,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,-122.343,47.615
"2707",X0,X1,0.986071407794952,0.986071407794952,"1",False Positive,spatial,4.704242640117030,0.144626893000000,13.016130700000000,0.034205601000000,0.000000000000000,0.090072006000000,1.000000000000000,15.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,2.000000000000000,2.000000000000000,-122.343,47.616
"2707",X0,X1,0.971972746774554,0.971972746774554,"1",False Positive,temporal,4.704242640117030,0.144626893000000,13.016130700000000,0.034205601000000,0.000000000000000,0.090072006000000,1.000000000000000,15.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,2.000000000000000,2.000000000000000,-122.343,47.616
"12862",X0,X1,0.980577170848846,0.980577170848846,"1",False Positive,spatial,4.809707315572330,0.083286560000000,11.979839999999999,0.022759770000000,0.000000000000000,0.128194700000000,2.000000000000000,19.199999999999999,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-122.328,47.600
"12862",X0,X1,0.975767686963081,0.975767686963081,"1",False Positive,temporal,4.809707315572330,0.083286560000000,11.979839999999999,0.022759770000000,0.000000000000000,0.128194700000000,2.000000000000000,19.199999999999999,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-122.328,47.600
"8660",X0,X1,0.977053284645081,0.977053284645081,"1",False Positive,spatial,4.724604399976690,0.156306700000000,20.323789999999999,0.006338477000000,0.000000000000000,0.065873240000000,1.000000000000000,16.800000000000001,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-122.339,47.614
"8660",X0,X1,0.978071242570877,0.978071242570877,"1",False Positive,temporal,4.724604399976690,0.156306700000000,20.323789999999999,0.006338477000000,0.000000000000000,0.065873240000000,1.000000000000000,16.800000000000001,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-122.339,47.614
"10898",X0,X1,0.991419911384583,0.991419911384583,"1",False Positive,spatial,4.568526689799000,0.135455600000000,19.860690000000002,0.006747284000000,0.000000000000000,0.110498700000000,1.000000000000000,16.800000000000001,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,3.000000000000000,3.000000000000000,-122.337,47.616
"10898",X0,X1,0.963300261646509,0.963300261646509,"1",False Positive,temporal,4.568526689799000,0.135455600000000,19.860690000000002,0.006747284000000,0.000000000000000,0.110498700000000,1.000000000000000,16.800000000000001,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,3.000000000000000,3.000000000000000,-122.337,47.616
"9447",X0,X1,0.984052419662476,0.984052419662476,"1",False Positive,spatial,5.301882896529280,0.066518370000000,13.420809999999999,0.142331400000000,0.000000000000000,0.045739190000000,2.000000000000000,19.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-122.351,47.617
"9447",X0,X1,0.969488941133022,0.969488941133022,"1",False Positive,temporal,5.301882896529280,0.066518370000000,13.420809999999999,0.142331400000000,0.000000000000000,0.045739190000000,2.000000000000000,19.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-122.351,47.617
"8281",X0,X1,0.980722606182098,0.980722606182098,"1",False Positive,spatial,4.564172537272070,0.105131400000000,29.819289999999999,0.010766870000000,0.000000000000000,0.061335910000000,2.000000000000000,16.800000000000001,2.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,2.000000000000000,2.000000000000000,-122.333,47.602
"8281",X0,X1,0.972755266353488,0.972755266353488,"1",False Positive,temporal,4.564172537272070,0.105131400000000,29.819289999999999,0.010766870000000,0.000000000000000,0.061335910000000,2.000000000000000,16.800000000000001,2.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,2.000000000000000,2.000000000000000,-122.333,47.602
"7699",X0,X1,0.991332590579987,0.991332590579987,"1",False Positive,spatial,5.085574358764000,0.082433640000000,14.274820000000000,0.108227200000000,0.000000000000000,0.049646880000000,2.000000000000000,18.899999999999999,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,-122.349,47.617
"7699",X0,X1,0.962075434625149,0.962075434625149,"1",False Positive,temporal,5.085574358764000,0.082433640000000,14.274820000000000,0.108227200000000,0.000000000000000,0.049646880000000,2.000000000000000,18.899999999999999,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,-122.349,47.617
"454",X0,X1,0.990915000438690,0.990915000438690,"1",False Positive,spatial,5.131525643930080,0.128646709000000,13.687658000000001,0.010564952000000,0.000000000000000,0.067804425000000,2.000000000000000,19.600000000000001,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,-122.346,47.616
"454",X0,X1,0.961023215204477,0.961023215204477,"1",False Positive,temporal,5.131525643930080,0.128646709000000,13.687658000000001,0.010564952000000,0.000000000000000,0.067804425000000,2.000000000000000,19.600000000000001,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,-122.346,47.616
"3023",X0,X1,0.989500224590302,0.989500224590302,"1",False Positive,spatial,5.139576797770900,0.128646709000000,13.687658000000001,0.010564952000000,0.000000000000000,0.067804425000000,2.000000000000000,19.600000000000001,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,-122.346,47.616
"8591",X0,X1,0.989500224590302,0.989500224590302,"1",False Positive,spatial,5.133387172185990,0.128646709000000,13.687658000000001,0.010564952000000,0.000000000000000,0.067804425000000,2.000000000000000,19.600000000000001,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,-122.346,47.616
"3023",X0,X1,0.961023215204477,0.961023215204477,"1",False Positive,temporal,5.139576797770900,0.128646709000000,13.687658000000001,0.010564952000000,0.000000000000000,0.067804425000000,2.000000000000000,19.600000000000001,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,-122.346,47.616
"8591",X0,X1,0.961023215204477,0.961023215204477,"1",False Positive,temporal,5.133387172185990,0.128646709000000,13.687658000000001,0.010564952000000,0.000000000000000,0.067804425000000,2.000000000000000,19.600000000000001,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,-122.346,47.616
"12750",X0,X1,0.971141755580902,0.971141755580902,"1",False Positive,spatial,5.081412792647860,0.070018388000000,17.676790600000000,0.013925373000000,0.000000000000000,0.114899863000000,2.000000000000000,18.600000000000001,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,-122.329,47.601
"12750",X0,X1,0.979158988222480,0.979158988222480,"1",False Positive,temporal,5.081412792647860,0.070018388000000,17.676790600000000,0.013925373000000,0.000000000000000,0.114899863000000,2.000000000000000,18.600000000000001,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,-122.329,47.601
"376",X0,X1,0.982779085636139,0.982779085636139,"1",False Positive,spatial,4.827706240209130,0.148727177000000,19.118678200000002,0.019948171000000,0.000000000000000,0.079523328000000,1.000000000000000,15.699999999999999,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,2.000000000000000,2.000000000000000,-122.336,47.613
"376",X0,X1,0.966929700225592,0.966929700225592,"1",False Positive,temporal,4.827706240209130,0.148727177000000,19.118678200000002,0.019948171000000,0.000000000000000,0.079523328000000,1.000000000000000,15.699999999999999,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,2.000000000000000,2.000000000000000,-122.336,47.613
"8490",X0,X1,0.990513443946838,0.990513443946838,"1",False Positive,spatial,4.788436677571380,0.107155941000000,14.882884600000001,0.019316062000000,0.000000000000000,0.102729308000000,1.000000000000000,14.500000000000000,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-122.332,47.614
"8490",X0,X1,0.959007449448109,0.959007449448109,"1",False Positive,temporal,4.788436677571380,0.107155941000000,14.882884600000001,0.019316062000000,0.000000000000000,0.102729308000000,1.000000000000000,14.500000000000000,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-122.332,47.614
"8491",X0,X1,0.994368135929108,0.994368135929108,"1",False Positive,spatial,4.570190594677930,0.107155941000000,14.882884600000001,0.019316062000000,0.000000000000000,0.102729308000000,1.000000000000000,29.300000000000001,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-122.332,47.614
"8491",X0,X1,0.954703714698553,0.954703714698553,"1",False Positive,temporal,4.570190594677930,0.107155941000000,14.882884600000001,0.019316062000000,0.000000000000000,0.102729308000000,1.000000000000000,29.300000000000001,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-122.332,47.614
"9446",X0,X1,0.977961659431458,0.977961659431458,"1",False Positive,spatial,4.828517779717040,0.087534810000000,13.088480000000001,0.100266100000000,0.000000000000000,0.057823100000000,2.000000000000000,18.699999999999999,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-122.352,47.616
"9446",X0,X1,0.971066547557712,0.971066547557712,"1",False Positive,temporal,4.828517779717040,0.087534810000000,13.088480000000001,0.100266100000000,0.000000000000000,0.057823100000000,2.000000000000000,18.699999999999999,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-122.352,47.616
"12346",X0,X1,0.955795705318451,0.955795705318451,"1",False Positive,spatial,4.616571664777980,0.094765730000000,28.719169999999998,0.028075510000000,0.000000000000000,0.030787500000000,2.000000000000000,19.399999999999999,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,2.000000000000000,2.000000000000000,-122.337,47.605
"12346",X0,X1,0.991894681006670,0.991894681006670,"1",False Positive,temporal,4.616571664777980,0.094765730000000,28.719169999999998,0.028075510000000,0.000000000000000,0.030787500000000,2.000000000000000,19.399999999999999,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,2.000000000000000,2.000000000000000,-122.337,47.605
"5943",X0,X1,0.986399769783020,0.986399769783020,"1",False Positive,spatial,4.593603243092270,0.168367500000000,14.842110000000000,0.014997410000000,0.000000000000000,0.078365790000000,1.000000000000000,18.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,3.000000000000000,3.000000000000000,-122.342,47.615
"5943",X0,X1,0.960915431380272,0.960915431380272,"1",False Positive,temporal,4.593603243092270,0.168367500000000,14.842110000000000,0.014997410000000,0.000000000000000,0.078365790000000,1.000000000000000,18.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,3.000000000000000,3.000000000000000,-122.342,47.615
"5039",X0,X1,0.992520451545715,0.992520451545715,"1",False Positive,spatial,4.494806301652940,0.107155941000000,14.882884600000001,0.019316062000000,0.000000000000000,0.102729308000000,1.000000000000000,29.300000000000001,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-122.332,47.614
"5039",X0,X1,0.954703714698553,0.954703714698553,"1",False Positive,temporal,4.494806301652940,0.107155941000000,14.882884600000001,0.019316062000000,0.000000000000000,0.102729308000000,1.000000000000000,29.300000000000001,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-122.332,47.614
"12354",X0,X1,0.979642391204834,0.979642391204834,"1",False Positive,spatial,4.843538216202620,0.083915080000000,15.579040000000001,0.027896780000000,0.000000000000000,0.037359890000000,2.000000000000000,13.400000000000000,2.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,2.000000000000000,2.000000000000000,-122.351,47.615
