"idx","actual","predicted","prob_X1","prob_diff","misclassified","error_type","validation_type","log_exp","trade","service","recre","product","underdev","downtown","avg_road_w","crosswalk_","curve_sign","seg_count","park_ride","C_DISTRICT","crsh_oddyr","crsh_eveny","crash","lon","lat"
"6875","X0","X1",0.728414297103882,0.728414297103882,TRUE,"False Positive","temporal",4.55130744965402,0.00269223,49.37256,0.003335347,0,0.03275254,1,11.9,1,1,2,1,4,0,0,0,1195052,854084.2
"11677","X1","X0",0.0644558966159821,0.935544103384018,TRUE,"False Negative","spatial",1.97255543442723,0.05194459,5.941033,0.03216255,0,0.02017642,1,9.6,1,1,2,1,5,1,0,1,1183822,866370.5
"11677","X1","X0",0.228141188621521,0.771858811378479,TRUE,"False Negative","temporal",1.97255543442723,0.05194459,5.941033,0.03216255,0,0.02017642,1,9.6,1,1,2,1,5,1,0,1,1183822,866370.5
"13244","X0","X1",0.973384916782379,0.973384916782379,TRUE,"False Positive","spatial",1.45351908565294,0.09651631,7.898636,0.2698896,0,0.01581341,1,4.1,1,1,1,1,1,0,1,1,1188079,830168.7
"13244","X0","X1",0.731952607631683,0.731952607631683,TRUE,"False Positive","temporal",1.45351908565294,0.09651631,7.898636,0.2698896,0,0.01581341,1,4.1,1,1,1,1,1,0,1,1,1188079,830168.7
"14049","X0","X1",0.941881358623505,0.941881358623505,TRUE,"False Positive","spatial",4.614901,0.09207657,13.20052,0.02208578,0,0.104931,1,9.2,2,1,1,1,7,0,0,0,1188750,837043.1
"14049","X0","X1",0.762740731239319,0.762740731239319,TRUE,"False Positive","temporal",4.614901,0.09207657,13.20052,0.02208578,0,0.104931,1,9.2,2,1,1,1,7,0,0,0,1188750,837043.1
"455","X0","X1",0.754309356212616,0.754309356212616,TRUE,"False Positive","spatial",3.74124459023085,0.077505573,14.3756135,0.260485003,0,0.035170192,2,13.8,1,1,1,1,7,0,0,0,1183816.936,838774.0644
"455","X0","X1",0.949615143239498,0.949615143239498,TRUE,"False Positive","temporal",3.74124459023085,0.077505573,14.3756135,0.260485003,0,0.035170192,2,13.8,1,1,1,1,7,0,0,0,1183816.936,838774.0644
"8515","X0","X1",0.953377962112427,0.953377962112427,TRUE,"False Positive","spatial",0.229621275821783,0.1702394,3.985413,0.09638156,0,0.1994175,1,11.5,1,1,2,1,1,0,1,1,1190248,817169.5
"8515","X0","X1",0.750404179096222,0.750404179096222,TRUE,"False Positive","temporal",0.229621275821783,0.1702394,3.985413,0.09638156,0,0.1994175,1,11.5,1,1,2,1,1,0,1,1,1190248,817169.5
"4689","X1","X0",0.0166945792734623,0.983305420726538,TRUE,"False Negative","spatial",2.69270765260044,0.352969003,6.7580599,0,0,0.047813224,1,19.5,1,1,1,1,5,0,2,2,1190841.873,871461.1511
"4689","X0","X1",0.718668043613434,0.718668043613434,TRUE,"False Positive","temporal",2.69270765260044,0.352969003,6.7580599,0,0,0.047813224,1,19.5,1,1,1,1,5,0,2,2,1190841.873,871461.1511
"5040","X0","X1",0.898617625236511,0.898617625236511,TRUE,"False Positive","spatial",3.85956244152553,0.107155941,14.8828846,0.019316062,0,0.102729308,1,4.2,1,1,1,1,7,0,0,0,1188508.605,837014.4163
"5040","X0","X1",0.79826794564724,0.79826794564724,TRUE,"False Positive","temporal",3.85956244152553,0.107155941,14.8828846,0.019316062,0,0.102729308,1,4.2,1,1,1,1,7,0,0,0,1188508.605,837014.4163
"4449","X1","X0",0.0384828709065914,0.961517129093409,TRUE,"False Negative","spatial",2.31086484729898,0.034358899,5.3650151,0.041259405,0,0.005501222,1,20.5,1,1,1,1,4,0,0,0,1193713.628,863348.563
"4449","X0","X1",0.735288023948669,0.735288023948669,TRUE,"False Positive","temporal",2.31086484729898,0.034358899,5.3650151,0.041259405,0,0.005501222,1,20.5,1,1,1,1,4,0,0,0,1193713.628,863348.563
"13789","X0","X1",0.887547552585602,0.887547552585602,TRUE,"False Positive","spatial",3.0904643733642,0.1319164,15.13316,0.04063123,0,0.09217472,1,23.2,2,1,2,1,7,0,0,0,1186038,839135.5
"13789","X0","X1",0.809005871415138,0.809005871415138,TRUE,"False Positive","temporal",3.0904643733642,0.1319164,15.13316,0.04063123,0,0.09217472,1,23.2,2,1,2,1,7,0,0,0,1186038,839135.5
"12712","X0","X1",0.788854956626892,0.788854956626892,TRUE,"False Positive","spatial",1.26032867590179,0.001288059,0.574664,4.53e-05,0,0.346546278,1,17.6,2,1,2,1,2,1,0,1,1196879.296,819258.8308
"12712","X1","X0",0.093076765537262,0.906923234462738,TRUE,"False Negative","temporal",1.26032867590179,0.001288059,0.574664,4.53e-05,0,0.346546278,1,17.6,2,1,2,1,2,1,0,1,1196879.296,819258.8308
"2569","X1","X0",0.202893376350403,0.797106623649597,TRUE,"False Negative","spatial",1.60495965410797,0.099022854,6.4641368,0.004337808,0,0.051424779,1,9.4,1,1,1,1,5,1,0,1,1198923.096,879123.1986
"13529","X1","X0",0.202893376350403,0.797106623649597,TRUE,"False Negative","spatial",1.60093549174923,0.099022854,6.4641368,0.004337808,0,0.051424779,1,9.4,1,1,1,1,5,1,0,1,1198923.096,879123.1986
"2569","X1","X0",0.102995455265045,0.897004544734955,TRUE,"False Negative","temporal",1.60495965410797,0.099022854,6.4641368,0.004337808,0,0.051424779,1,9.4,1,1,1,1,5,1,0,1,1198923.096,879123.1986
"13529","X1","X0",0.102995455265045,0.897004544734955,TRUE,"False Negative","temporal",1.60093549174923,0.099022854,6.4641368,0.004337808,0,0.051424779,1,9.4,1,1,1,1,5,1,0,1,1198923.096,879123.1986
"403","X1","X0",0.102531619369984,0.897468380630016,TRUE,"False Negative","spatial",3.64188211114417,0.080645652,40.805265,0.007707494,0,0.03644554,1,11.8,1,1,1,1,4,0,1,1,1194161.752,854105.7443
"403","X0","X1",0.795636266469955,0.795636266469955,TRUE,"False Positive","temporal",3.64188211114417,0.080645652,40.805265,0.007707494,0,0.03644554,1,11.8,1,1,1,1,4,0,1,1,1194161.752,854105.7443
"13006","X1","X0",0.00117605843115598,0.998823941568844,TRUE,"False Negative","spatial",0.878852322078289,0.006000265,74.24481,0.050166,0,0,1,11.3,1,1,1,1,5,0,0,0,1186893,872903.5
"13006","X0","X1",0.693757712841034,0.693757712841034,TRUE,"False Positive","temporal",0.878852322078289,0.006000265,74.24481,0.050166,0,0,1,11.3,1,1,1,1,5,0,0,0,1186893,872903.5
"7275","X0","X1",0.827994525432587,0.827994525432587,TRUE,"False Positive","spatial",3.01763437734098,0.06979247,27.95566,0.004734075,0,0.0725859,1,16.1,1,1,2,1,3,0,2,2,1192903,834717.2
"7275","X0","X1",0.864512756466866,0.864512756466866,TRUE,"False Positive","temporal",3.01763437734098,0.06979247,27.95566,0.004734075,0,0.0725859,1,16.1,1,1,2,1,3,0,2,2,1192903,834717.2
"315","X0","X1",0.790859580039978,0.790859580039978,TRUE,"False Positive","spatial",1.3367625852353,0.028708169,3.8434385,0,0,0.12742112,1,15.2,1,1,1,1,2,2,0,2,1194085.668,828959.4153
"315","X1","X0",0.0983841419219971,0.901615858078003,TRUE,"False Negative","temporal",1.3367625852353,0.028708169,3.8434385,0,0,0.12742112,1,15.2,1,1,1,1,2,2,0,2,1194085.668,828959.4153
"12637","X0","X1",0.848824620246887,0.848824620246887,TRUE,"False Positive","spatial",3.26795010465751,0.1263691,21.25009,0.02596628,0,0.1105613,1,20.3,1,1,1,1,7,0,1,1,1188350,838641.2
"12637","X0","X1",0.843133255839348,0.843133255839348,TRUE,"False Positive","temporal",3.26795010465751,0.1263691,21.25009,0.02596628,0,0.1105613,1,20.3,1,1,1,1,7,0,1,1,1188350,838641.2
"2332","X0","X1",0.952428042888641,0.952428042888641,TRUE,"False Positive","spatial",1.24456136949022,0.151194557,13.2765944,0.074747943,0,0.010203586,1,13.7,1,1,2,1,1,0,0,0,1187563.833,827608.919
"2332","X0","X1",0.738951951265335,0.738951951265335,TRUE,"False Positive","temporal",1.24456136949022,0.151194557,13.2765944,0.074747943,0,0.010203586,1,13.7,1,1,2,1,1,0,0,0,1187563.833,827608.919
"6672","X0","X1",0.835751235485077,0.835751235485077,TRUE,"False Positive","spatial",3.25936730756517,0.1167254,11.51396,0.01447534,0,0.03685545,1,2.5,1,1,2,1,3,0,0,0,1191007,838233
"6672","X0","X1",0.855550453066826,0.855550453066826,TRUE,"False Positive","temporal",3.25936730756517,0.1167254,11.51396,0.01447534,0,0.03685545,1,2.5,1,1,2,1,3,0,0,0,1191007,838233
"6109","X0","X1",0.797963321208954,0.797963321208954,TRUE,"False Positive","spatial",3.24663787359503,0.1838755,13.61028,0.1136643,0,0.06117429,1,27.6,2,1,1,1,1,0,1,1,1189758,830094
"6109","X0","X1",0.891375422477722,0.891375422477722,TRUE,"False Positive","temporal",3.24663787359503,0.1838755,13.61028,0.1136643,0,0.06117429,1,27.6,2,1,1,1,1,0,1,1,1189758,830094
"9516","X0","X1",0.91429078578949,0.91429078578949,TRUE,"False Positive","spatial",1.01647194781601,0.108662604,13.8923842,0.06781277,0,0.148012643,1,0,1,1,2,1,7,0,0,0,1185629.405,840422.9161
"9516","X0","X1",0.773841425776482,0.773841425776482,TRUE,"False Positive","temporal",1.01647194781601,0.108662604,13.8923842,0.06781277,0,0.148012643,1,0,1,1,2,1,7,0,0,0,1185629.405,840422.9161
"7258","X0","X1",0.852326333522797,0.852326333522797,TRUE,"False Positive","spatial",3.10742646377361,0.05258581,26.65545,0.005214265,0,0.09656269,1,15.4,1,1,2,1,3,0,0,0,1192563,834050
"7258","X0","X1",0.83549839258194,0.83549839258194,TRUE,"False Positive","temporal",3.10742646377361,0.05258581,26.65545,0.005214265,0,0.09656269,1,15.4,1,1,2,1,3,0,0,0,1192563,834050
"1309","X0","X1",0.845120787620544,0.845120787620544,TRUE,"False Positive","spatial",3.92942322700555,0.111181122,14.5641003,0.021008686,0,0.038684333,1,8.1,2,1,1,1,3,0,0,0,1190406.875,836571.2092
"1309","X0","X1",0.840616956353188,0.840616956353188,TRUE,"False Positive","temporal",3.92942322700555,0.111181122,14.5641003,0.021008686,0,0.038684333,1,8.1,2,1,1,1,3,0,0,0,1190406.875,836571.2092
"6294","X1","X0",0.00665210653096437,0.993347893469036,TRUE,"False Negative","spatial",1.57938738479247,0.312650639,46.3518097,0,0,0.024089611,1,15.2,1,1,2,1,4,0,2,2,1197528.603,854025.8069
"6294","X0","X1",0.692090004682541,0.692090004682541,TRUE,"False Positive","temporal",1.57938738479247,0.312650639,46.3518097,0,0,0.024089611,1,15.2,1,1,2,1,4,0,2,2,1197528.603,854025.8069
"6191","X0","X1",0.861000061035156,0.861000061035156,TRUE,"False Positive","spatial",3.80947880233985,0.092738189,13.9708951,0.014981484,0,0.110739717,1,8.4,1,1,2,1,7,0,0,0,1188702.817,837408.7393
"6191","X0","X1",0.824094623327255,0.824094623327255,TRUE,"False Positive","temporal",3.80947880233985,0.092738189,13.9708951,0.014981484,0,0.110739717,1,8.4,1,1,2,1,7,0,0,0,1188702.817,837408.7393
"4553","X0","X1",0.775318503379822,0.775318503379822,TRUE,"False Positive","spatial",3.73766508448451,0.108191116,7.1746372,0.018034295,0,0.153608747,2,13.6,1,1,2,1,2,0,4,4,1190131.825,831243.1547
"4553","X0","X1",0.909728676080704,0.909728676080704,TRUE,"False Positive","temporal",3.73766508448451,0.108191116,7.1746372,0.018034295,0,0.153608747,2,13.6,1,1,2,1,2,0,4,4,1190131.825,831243.1547
"11256","X0","X1",0.999726712703705,0.999726712703705,TRUE,"False Positive","spatial",-0.260077000069193,0.269004551,10.9079426,0,0,0.007941371,1,11,1,1,1,2,1,1,0,1,1188925.689,821443.4385
"11256","X1","X0",0.31548798084259,0.68451201915741,TRUE,"False Negative","temporal",-0.260077000069193,0.269004551,10.9079426,0,0,0.007941371,1,11,1,1,1,2,1,1,0,1,1188925.689,821443.4385
"401","X0","X1",0.835125625133514,0.835125625133514,TRUE,"False Positive","spatial",3.91185467535889,0.13197582,9.3703864,0.126219722,0,0.105762492,1,9.5,2,1,2,1,2,0,1,1,1189479.208,830953.5812
"401","X0","X1",0.847375586628914,0.847375586628914,TRUE,"False Positive","temporal",3.91185467535889,0.13197582,9.3703864,0.126219722,0,0.105762492,1,9.5,2,1,2,1,2,0,1,1,1189479.208,830953.5812
"3779","X0","X1",0.977889835834503,0.977889835834503,TRUE,"False Positive","spatial",2.10129576452624,0.072517265,10.3148479,0.224395715,0,0.019660913,1,15.2,2,1,2,1,1,1,0,1,1187860.049,830505.861999999
"3779","X1","X0",0.296589732170105,0.703410267829895,TRUE,"False Negative","temporal",2.10129576452624,0.072517265,10.3148479,0.224395715,0,0.019660913,1,15.2,2,1,2,1,1,1,0,1,1187860.049,830505.861999999
"11255","X0","X1",0.999635457992554,0.999635457992554,TRUE,"False Positive","spatial",-0.228900965333055,0.269004551,10.9079426,0,0,0.007941371,1,11,1,1,2,2,1,1,0,1,1188925.689,821443.4385
"11255","X1","X0",0.318355739116669,0.681644260883331,TRUE,"False Negative","temporal",-0.228900965333055,0.269004551,10.9079426,0,0,0.007941371,1,11,1,1,2,2,1,1,0,1,1188925.689,821443.4385
"11254","X0","X1",0.999440133571625,0.999440133571625,TRUE,"False Positive","spatial",-0.213785542886655,0.269004551,10.9079426,0,0,0.007941371,1,11,1,1,2,2,1,1,0,1,1188925.689,821443.4385
"11254","X1","X0",0.318355739116669,0.681644260883331,TRUE,"False Negative","temporal",-0.213785542886655,0.269004551,10.9079426,0,0,0.007941371,1,11,1,1,2,2,1,1,0,1,1188925.689,821443.4385
"11798","X0","X1",0.830296277999878,0.830296277999878,TRUE,"False Positive","spatial",3.72092408912291,0.107093321,10.1023817,0.005717411,0,0.032092047,1,7.5,1,1,1,1,3,0,0,0,1190691.402,838237.3207
"11798","X0","X1",0.850226104259491,0.850226104259491,TRUE,"False Positive","temporal",3.72092408912291,0.107093321,10.1023817,0.005717411,0,0.032092047,1,7.5,1,1,1,1,3,0,0,0,1190691.402,838237.3207
"6485","X0","X1",0.869000613689423,0.869000613689423,TRUE,"False Positive","spatial",4.39580998563896,0.095167436,8.1824345,0.076270671,0,0.073813542,2,18.5,1,1,1,1,7,0,0,0,1186045.538,834865.2507
"6485","X0","X1",0.811151176691055,0.811151176691055,TRUE,"False Positive","temporal",4.39580998563896,0.095167436,8.1824345,0.076270671,0,0.073813542,2,18.5,1,1,1,1,7,0,0,0,1186045.538,834865.2507
"6933","X1","X0",0.0680314600467682,0.931968539953232,TRUE,"False Negative","spatial",2.74031196620949,0.049211604,9.7790693,0.01334474,0,0.028972848,1,25.2,2,1,3,1,6,0,0,0,1184723.979,851312.065999999
"6933","X0","X1",0.747335582971573,0.747335582971573,TRUE,"False Positive","temporal",2.74031196620949,0.049211604,9.7790693,0.01334474,0,0.028972848,1,25.2,2,1,3,1,6,0,0,0,1184723.979,851312.065999999
"11799","X0","X1",0.803970873355865,0.803970873355865,TRUE,"False Positive","spatial",4.05077041579534,0.06348057,8.804038,0.004600145,0,0.03718555,1,10.9,2,1,2,1,3,0,3,3,1191017,839084.8
"11799","X0","X1",0.874849796295166,0.874849796295166,TRUE,"False Positive","temporal",4.05077041579534,0.06348057,8.804038,0.004600145,0,0.03718555,1,10.9,2,1,2,1,3,0,3,3,1191017,839084.8
"1445","X0","X1",0.738006591796875,0.738006591796875,TRUE,"False Positive","spatial",1.17505379202877,0.001288059,0.574664,4.53e-05,0,0.346546278,1,8.8,2,1,1,1,2,1,0,1,1196879.296,819258.8308
"1445","X1","X0",0.0596087574958801,0.94039124250412,TRUE,"False Negative","temporal",1.17505379202877,0.001288059,0.574664,4.53e-05,0,0.346546278,1,8.8,2,1,1,1,2,1,0,1,1196879.296,819258.8308
"565","X0","X1",0.771508574485779,0.771508574485779,TRUE,"False Positive","spatial",1.47440538036776,0.024256733,1.8676081,0,0,0.092924087,1,13.5,1,1,2,1,1,2,4,6,1177040.454,813295.1281
"565","X1","X0",0.0936747789382935,0.906325221061707,TRUE,"False Negative","temporal",1.47440538036776,0.024256733,1.8676081,0,0,0.092924087,1,13.5,1,1,2,1,1,2,4,6,1177040.454,813295.1281
"8211","X1","X0",0.138990879058838,0.861009120941162,TRUE,"False Negative","spatial",0.762451525683649,0,3.8500988,0.007929762,0,0.034409089,1,13.8,1,1,2,1,5,1,1,2,1178274.029,869261.6168
"8211","X1","X0",0.183383822441101,0.816616177558899,TRUE,"False Negative","temporal",0.762451525683649,0,3.8500988,0.007929762,0,0.034409089,1,13.8,1,1,2,1,5,1,1,2,1178274.029,869261.6168
"2350","X1","X0",0.0988708734512329,0.901129126548767,TRUE,"False Negative","spatial",4.03875320792135,0.029665907,37.0739937,0.006997316,0,0.136046752,1,0,1,1,2,1,4,0,1,1,1192646.911,851795.3433
"2350","X0","X1",0.775748506188393,0.775748506188393,TRUE,"False Positive","temporal",4.03875320792135,0.029665907,37.0739937,0.006997316,0,0.136046752,1,0,1,1,2,1,4,0,1,1,1192646.911,851795.3433
"8874","X0","X1",0.847859799861908,0.847859799861908,TRUE,"False Positive","spatial",1.59789338438189,0.05232316,2.039787,0.01371233,0,0.1061092,1,7.5,1,1,2,1,2,1,0,1,1204844,801953.8
"8874","X1","X0",0.171295881271362,0.828704118728638,TRUE,"False Negative","temporal",1.59789338438189,0.05232316,2.039787,0.01371233,0,0.1061092,1,7.5,1,1,2,1,2,1,0,1,1204844,801953.8
"1800","X1","X0",0.153896942734718,0.846103057265282,TRUE,"False Negative","spatial",4.6073667519942,0.03378178,32.6032205,0.008422626,0,0.040814247,1,9.4,2,2,2,1,4,0,0,0,1192677.502,852309.8837
"1800","X0","X1",0.830003783106804,0.830003783106804,TRUE,"False Positive","temporal",4.6073667519942,0.03378178,32.6032205,0.008422626,0,0.040814247,1,9.4,2,2,2,1,4,0,0,0,1192677.502,852309.8837
"4394","X0","X1",0.831453621387482,0.831453621387482,TRUE,"False Positive","spatial",4.48910645024538,0.056218052,16.9406857,0.0007836,0,0.13821261,2,16.9,1,1,1,1,1,0,0,0,1189468.1,832689.282
"4394","X0","X1",0.84438244998455,0.84438244998455,TRUE,"False Positive","temporal",4.48910645024538,0.056218052,16.9406857,0.0007836,0,0.13821261,2,16.9,1,1,1,1,1,0,0,0,1189468.1,832689.282
"12592","X0","X1",0.898617625236511,0.898617625236511,TRUE,"False Positive","spatial",3.8817589960087,0.107155941,14.8828846,0.019316062,0,0.102729308,1,4.2,1,1,1,1,7,0,0,0,1188508.605,837014.4163
"12592","X0","X1",0.774804890155792,0.774804890155792,TRUE,"False Positive","temporal",3.8817589960087,0.107155941,14.8828846,0.019316062,0,0.102729308,1,4.2,1,1,1,1,7,0,0,0,1188508.605,837014.4163
"4098","X1","X0",0.0457642041146755,0.954235795885324,TRUE,"False Negative","spatial",2.8005636801457,0.253745365,6.5991458,0,0,0.057055322,1,13.8,1,1,1,1,4,0,0,0,1196638.546,855197.0181
"9998","X1","X0",0.0457642041146755,0.954235795885324,TRUE,"False Negative","spatial",2.80632680209918,0.253745365,6.5991458,0,0,0.057055322,1,13.8,1,1,1,1,4,0,0,0,1196638.546,855197.0181
"4098","X0","X1",0.718858182430267,0.718858182430267,TRUE,"False Positive","temporal",2.8005636801457,0.253745365,6.5991458,0,0,0.057055322,1,13.8,1,1,1,1,4,0,0,0,1196638.546,855197.0181
"9998","X0","X1",0.718858182430267,0.718858182430267,TRUE,"False Positive","temporal",2.80632680209918,0.253745365,6.5991458,0,0,0.057055322,1,13.8,1,1,1,1,4,0,0,0,1196638.546,855197.0181
"3923","X0","X1",0.92759758234024,0.92759758234024,TRUE,"False Positive","spatial",1.76077025401578,0.128988567,1.6898558,0.000941047,0,0.035071031,1,20.5,1,1,2,1,7,0,0,0,1175925.045,851875.7678
"3923","X0","X1",0.744666993618011,0.744666993618011,TRUE,"False Positive","temporal",1.76077025401578,0.128988567,1.6898558,0.000941047,0,0.035071031,1,20.5,1,1,2,1,7,0,0,0,1175925.045,851875.7678
"11480","X0","X1",0.955056607723236,0.955056607723236,TRUE,"False Positive","spatial",2.66578065517546,0.05288743,16.61377,0.1856365,0,0.144325,1,15.4,1,1,2,1,7,0,0,0,1185085,839589.4
"11480","X0","X1",0.716885268688202,0.716885268688202,TRUE,"False Positive","temporal",2.66578065517546,0.05288743,16.61377,0.1856365,0,0.144325,1,15.4,1,1,2,1,7,0,0,0,1185085,839589.4
"3504","X0","X1",0.798532664775848,0.798532664775848,TRUE,"False Positive","spatial",3.43534683350097,0.108972622,11.6584613,0.010299447,0,0.035547571,1,12.7,2,1,2,1,3,0,0,0,1190424.517,837803.0612
"3504","X0","X1",0.872181162238121,0.872181162238121,TRUE,"False Positive","temporal",3.43534683350097,0.108972622,11.6584613,0.010299447,0,0.035547571,1,12.7,2,1,2,1,3,0,0,0,1190424.517,837803.0612
"3299","X1","X0",0.0892734229564667,0.910726577043533,TRUE,"False Negative","spatial",2.06819972329528,0.287325138,14.0072249,0.010674821,0,0.048964913,1,24.9,1,1,2,1,6,0,0,0,1177432.504,855880.8358
"3299","X0","X1",0.758774861693382,0.758774861693382,TRUE,"False Positive","temporal",2.06819972329528,0.287325138,14.0072249,0.010674821,0,0.048964913,1,24.9,1,1,2,1,6,0,0,0,1177432.504,855880.8358
"7943","X0","X1",0.987346708774567,0.987346708774567,TRUE,"False Positive","spatial",0.539958704781252,0.2555959,12.87395,0,0,0.01983078,1,9.2,1,1,1,1,1,0,0,0,1187473,823779.3
"7943","X0","X1",0.681322246789932,0.681322246789932,TRUE,"False Positive","temporal",0.539958704781252,0.2555959,12.87395,0,0,0.01983078,1,9.2,1,1,1,1,1,0,0,0,1187473,823779.3
"8345","X0","X1",0.699872314929962,0.699872314929962,TRUE,"False Positive","spatial",0.845497779153231,0.04383167,3.5714,0.004150015,0.003524869,0.1784367,1,3.5,1,2,1,1,2,1,0,1,1198264,812655
"8345","X1","X0",0.0312553644180298,0.96874463558197,TRUE,"False Negative","temporal",0.845497779153231,0.04383167,3.5714,0.004150015,0.003524869,0.1784367,1,3.5,1,2,1,1,2,1,0,1,1198264,812655
"2061","X0","X1",0.771446287631989,0.771446287631989,TRUE,"False Positive","spatial",2.77046631662198,0.193011323,15.144923,0.061478692,0,0.205189558,1,19.8,1,1,2,1,7,0,0,0,1187711.753,841290.9635
"2061","X0","X1",0.896749719977379,0.896749719977379,TRUE,"False Positive","temporal",2.77046631662198,0.193011323,15.144923,0.061478692,0,0.205189558,1,19.8,1,1,2,1,7,0,0,0,1187711.753,841290.9635
"13782","X0","X1",0.858457744121552,0.858457744121552,TRUE,"False Positive","spatial",2.69926982860023,0.1247303,16.73639,0.05043614,0,0.1237141,1,23.2,2,1,2,1,7,0,0,0,1186051,839561.8
"13782","X0","X1",0.808650940656662,0.808650940656662,TRUE,"False Positive","temporal",2.69926982860023,0.1247303,16.73639,0.05043614,0,0.1237141,1,23.2,2,1,2,1,7,0,0,0,1186051,839561.8
"9428","X0","X1",0.863810956478119,0.863810956478119,TRUE,"False Positive","spatial",1.49061008643276,0,1.222244,0,0,0.3970229,1,24.2,1,1,2,1,2,2,3,5,1197320,818162.5
"9428","X1","X0",0.196731984615326,0.803268015384674,TRUE,"False Negative","temporal",1.49061008643276,0,1.222244,0,0,0.3970229,1,24.2,1,1,2,1,2,2,3,5,1197320,818162.5
"11478","X0","X1",0.907191753387451,0.907191753387451,TRUE,"False Positive","spatial",2.11796623259073,0.061053659,19.039642,0.160282535,0,0.14060818,1,12.4,1,1,2,1,7,0,1,1,1185142.107,839945.7143
"11478","X0","X1",0.759567365050316,0.759567365050316,TRUE,"False Positive","temporal",2.11796623259073,0.061053659,19.039642,0.160282535,0,0.14060818,1,12.4,1,1,2,1,7,0,1,1,1185142.107,839945.7143
"192","X1","X0",0.158377096056938,0.841622903943062,TRUE,"False Negative","spatial",0.735073617147818,0,3.8500988,0.007929762,0,0.034409089,1,13.8,1,1,1,1,5,1,1,2,1178274.029,869261.6168
"192","X1","X0",0.175781309604645,0.824218690395355,TRUE,"False Negative","temporal",0.735073617147818,0,3.8500988,0.007929762,0,0.034409089,1,13.8,1,1,1,1,5,1,1,2,1178274.029,869261.6168
"6454","X0","X1",0.866022825241089,0.866022825241089,TRUE,"False Positive","spatial",1.89823603511477,0.1614306,6.944099,0.1481827,0,0.04051213,1,17.7,1,1,2,1,7,0,1,1,1177293,849831
"6454","X0","X1",0.799250468611717,0.799250468611717,TRUE,"False Positive","temporal",1.89823603511477,0.1614306,6.944099,0.1481827,0,0.04051213,1,17.7,1,1,2,1,7,0,1,1,1177293,849831
"4359","X0","X1",0.852397203445435,0.852397203445435,TRUE,"False Positive","spatial",2.97871559738093,0.10927404,19.9337456,0.022902486,0,0.108732312,1,4.3,1,1,1,1,7,0,0,0,1188530.494,838636.2486
"4359","X0","X1",0.812061980366707,0.812061980366707,TRUE,"False Positive","temporal",2.97871559738093,0.10927404,19.9337456,0.022902486,0,0.108732312,1,4.3,1,1,1,1,7,0,0,0,1188530.494,838636.2486
"10713","X0","X1",0.841888129711151,0.841888129711151,TRUE,"False Positive","spatial",2.59343017480392,0.1161451,12.95106,0.02476664,0,0.04691239,1,16.5,2,2,2,1,3,0,0,0,1192303,837790.3
"10713","X0","X1",0.822469010949135,0.822469010949135,TRUE,"False Positive","temporal",2.59343017480392,0.1161451,12.95106,0.02476664,0,0.04691239,1,16.5,2,2,2,1,3,0,0,0,1192303,837790.3
"10902","X0","X1",0.762932181358337,0.762932181358337,TRUE,"False Positive","spatial",3.05208360882583,0.1301778,17.3765,0.04512524,0,0.08361079,1,14,2,1,1,1,7,0,0,0,1186279,838701.8
"10902","X0","X1",0.900796718895435,0.900796718895435,TRUE,"False Positive","temporal",3.05208360882583,0.1301778,17.3765,0.04512524,0,0.08361079,1,14,2,1,1,1,7,0,0,0,1186279,838701.8
"2718","X0","X1",0.802346885204315,0.802346885204315,TRUE,"False Positive","spatial",1.17113598445351,0,0.8895325,0,0,0.48235263,1,6.6,2,1,1,1,2,1,1,2,1197004.862,817994.9248
"4106","X0","X1",0.802346885204315,0.802346885204315,TRUE,"False Positive","spatial",1.17330185326613,0,0.8895325,0,0,0.48235263,1,6.6,2,1,1,1,2,1,1,2,1197004.862,817994.9248
"2718","X1","X0",0.13947319984436,0.86052680015564,TRUE,"False Negative","temporal",1.17113598445351,0,0.8895325,0,0,0.48235263,1,6.6,2,1,1,1,2,1,1,2,1197004.862,817994.9248
"4106","X1","X0",0.13947319984436,0.86052680015564,TRUE,"False Negative","temporal",1.17330185326613,0,0.8895325,0,0,0.48235263,1,6.6,2,1,1,1,2,1,1,2,1197004.862,817994.9248
"5932","X0","X1",0.750547289848328,0.750547289848328,TRUE,"False Positive","spatial",2.79480416080276,0.1459146,10.4487,0.03142259,0,0.1698539,1,20.4,2,1,2,1,7,0,0,0,1186099,841208.2
"5932","X0","X1",0.911017201840878,0.911017201840878,TRUE,"False Positive","temporal",2.79480416080276,0.1459146,10.4487,0.03142259,0,0.1698539,1,20.4,2,1,2,1,7,0,0,0,1186099,841208.2
"13941","X0","X1",0.757355034351349,0.757355034351349,TRUE,"False Positive","spatial",2.97599956114598,0.153682,19.59036,0.02596628,0,0.1043264,1,7.5,1,1,2,1,7,0,0,0,1188358,839060.3
"13941","X0","X1",0.904038175940514,0.904038175940514,TRUE,"False Positive","temporal",2.97599956114598,0.153682,19.59036,0.02596628,0,0.1043264,1,7.5,1,1,2,1,7,0,0,0,1188358,839060.3
"9345","X0","X1",0.886728227138519,0.886728227138519,TRUE,"False Positive","spatial",0.611933490629413,0.528369,13.13559,0,0,0.03560573,1,15.3,1,1,2,1,1,1,0,1,1188590,812924.5
"9345","X1","X0",0.226267516613007,0.773732483386993,TRUE,"False Negative","temporal",0.611933490629413,0.528369,13.13559,0,0,0.03560573,1,15.3,1,1,2,1,1,1,0,1,1188590,812924.5
